# Spa-Francorchamps: geometria cruda + rasante REAL (KML+DEM)
# elevacion via OpenTopoData / EU-DEM 25m; peralte sintetico
# kappa_1pm,elev_m,kerb,peralte_rad  (segmentos de 4.0 m)
0.000700,6.70,0,0.0053
0.001187,6.73,0,0.0083
0.001745,6.76,0,0.0110
0.002137,6.80,0,0.0133
0.002425,6.83,0,0.0148
0.002581,6.87,0,0.0155
0.002549,6.92,0,0.0151
0.002225,6.96,0,0.0138
0.001803,7.01,0,0.0117
0.001348,7.06,0,0.0089
0.000878,7.11,0,0.0057
0.000347,7.16,0,0.0000
-0.000227,7.22,0,0.0000
-0.000697,7.27,0,-0.0049
-0.001177,7.33,0,-0.0089
-0.001679,7.38,0,-0.0132
-0.002315,7.44,0,-0.0179
-0.003165,7.49,0,-0.0230
-0.003983,7.55,0,-0.0287
-0.004883,7.60,1,-0.0343
-0.005829,7.65,1,-0.0392
-0.006821,7.70,1,-0.0428
-0.007330,7.75,1,-0.0447
-0.007225,7.80,1,-0.0444
-0.006738,7.85,1,-0.0422
-0.005899,7.90,1,-0.0388
-0.004584,7.95,1,-0.0352
-0.003597,7.99,0,-0.0326
-0.003425,8.04,0,-0.0319
-0.003750,8.08,0,-0.0341
-0.004572,8.12,1,-0.0388
-0.006123,8.16,1,-0.0451
-0.008073,8.20,1,-0.0519
-0.009233,8.23,1,-0.0579
-0.009941,8.26,1,-0.0620
-0.010172,8.30,1,-0.0636
-0.009823,8.33,1,-0.0623
-0.008673,8.35,1,-0.0591
-0.007682,8.38,1,-0.0545
-0.006789,8.40,1,-0.0491
-0.006020,8.43,1,-0.0436
-0.005316,8.45,1,-0.0389
-0.004757,8.47,1,-0.0349
-0.004371,8.49,1,-0.0313
-0.003995,8.51,0,-0.0280
-0.003622,8.53,0,-0.0251
-0.003206,8.55,0,-0.0223
-0.002745,8.57,0,-0.0196
-0.002371,8.59,0,-0.0170
-0.002014,8.61,0,-0.0145
-0.001681,8.63,0,-0.0123
-0.001360,8.65,0,-0.0104
-0.001124,8.67,0,-0.0089
-0.000989,8.69,0,-0.0076
-0.000888,8.71,0,-0.0066
-0.000811,8.74,0,-0.0058
-0.000742,8.76,0,-0.0052
-0.000652,8.79,0,-0.0047
-0.000584,8.82,0,-0.0041
-0.000519,8.84,0,0.0000
-0.000455,8.87,0,0.0000
-0.000367,8.90,0,0.0000
-0.000289,8.93,0,0.0000
-0.000224,8.97,0,0.0000
-0.000153,9.00,0,0.0000
-0.000079,9.03,0,0.0000
-0.000009,9.06,0,0.0000
0.000076,9.10,0,0.0000
0.000144,9.13,0,0.0000
0.000208,9.17,0,0.0000
0.000273,9.20,0,0.0000
0.000367,9.24,0,0.0000
0.000423,9.27,0,0.0000
0.000455,9.31,0,0.0000
0.000443,9.34,0,0.0000
0.000382,9.38,0,0.0000
0.000263,9.41,0,0.0000
0.000077,9.44,0,0.0000
-0.000094,9.47,0,0.0000
-0.000263,9.50,0,0.0000
-0.000432,9.53,0,0.0000
-0.000656,9.55,0,-0.0042
-0.000848,9.57,0,-0.0047
-0.001001,9.60,0,0.0000
-0.000940,9.62,0,0.0000
-0.000556,9.63,0,0.0042
0.000544,9.65,0,0.0120
0.002438,9.67,0,0.0225
0.004582,9.68,1,0.0366
0.006947,9.69,1,0.0548
0.009469,9.71,1,0.0771
0.013178,9.72,1,0.1038
0.017632,9.73,1,0.1047
0.022835,9.74,1,0.1047
0.029145,9.76,1,0.1047
0.035548,9.77,1,0.1047
0.040324,9.78,1,0.1047
0.042256,9.80,1,0.1047
0.040969,9.81,1,0.1047
0.038572,9.83,1,0.1047
0.036094,9.84,1,0.1047
0.034343,9.86,1,0.1047
0.032184,9.88,1,0.1047
0.028733,9.89,1,0.1047
0.023576,9.91,1,0.1047
0.017100,9.93,1,0.1047
0.009551,9.95,1,0.0845
0.003743,9.97,0,0.0560
0.001417,9.99,0,0.0327
0.000395,10.01,0,0.0158
0.000236,10.02,0,0.0064
0.000223,10.04,0,0.0000
0.000217,10.06,0,0.0000
0.000218,10.08,0,0.0000
0.000214,10.10,0,0.0000
0.000206,10.12,0,0.0000
0.000209,10.14,0,0.0000
0.000206,10.17,0,0.0000
0.000187,10.19,0,0.0000
0.000136,10.22,0,0.0000
0.000044,10.24,0,0.0000
-0.000144,10.27,0,0.0000
-0.000419,10.31,0,-0.0045
-0.000706,10.34,0,-0.0091
-0.001229,10.37,0,-0.0176
-0.002189,10.41,0,-0.0302
-0.004476,10.45,1,-0.0475
-0.008390,10.48,1,-0.0695
-0.012820,10.52,1,-0.0989
-0.017686,10.55,1,-0.1047
-0.022695,10.59,1,-0.1047
-0.030636,10.62,1,-0.1047
-0.041675,10.65,1,-0.1047
-0.052747,10.67,1,-0.1047
-0.059790,10.70,1,-0.1047
-0.062434,10.72,1,-0.1047
-0.058642,10.74,1,-0.1047
-0.048601,10.75,1,-0.1047
-0.035032,10.77,1,-0.1047
-0.024848,10.78,1,-0.1047
-0.018976,10.78,1,-0.1047
-0.016606,10.79,1,-0.1047
-0.016354,10.79,1,-0.1047
-0.017135,10.79,1,-0.1047
-0.017167,10.79,1,-0.1045
-0.016030,10.79,1,-0.0934
-0.012895,10.78,1,-0.0805
-0.008337,10.78,1,-0.0655
-0.005512,10.77,1,-0.0497
-0.003436,10.77,0,-0.0354
-0.002076,10.76,0,-0.0246
-0.001425,10.75,0,-0.0188
-0.001726,10.73,0,-0.0160
-0.002134,10.72,0,-0.0156
-0.002486,10.71,0,-0.0165
-0.002758,10.69,0,-0.0182
-0.002958,10.67,0,-0.0195
-0.003042,10.65,0,-0.0205
-0.003062,10.63,0,-0.0211
-0.003076,10.61,0,-0.0215
-0.003087,10.58,0,-0.0216
-0.003103,10.55,0,-0.0218
-0.003131,10.53,0,-0.0219
-0.003147,10.50,0,-0.0220
-0.003166,10.47,0,-0.0221
-0.003186,10.44,0,-0.0222
-0.003208,10.42,0,-0.0222
-0.003191,10.39,0,-0.0222
-0.003176,10.37,0,-0.0221
-0.003155,10.35,0,-0.0220
-0.003129,10.32,0,-0.0218
-0.003093,10.30,0,-0.0216
-0.003051,10.29,0,-0.0214
-0.003023,10.27,0,-0.0213
-0.002994,10.26,0,-0.0218
-0.002984,10.25,0,-0.0231
-0.003049,10.24,0,-0.0256
-0.003590,10.23,0,-0.0294
-0.004421,10.22,1,-0.0351
-0.005527,10.22,1,-0.0434
-0.006878,10.22,1,-0.0552
-0.008624,10.22,1,-0.0712
-0.011271,10.22,1,-0.0911
-0.014888,10.22,1,-0.1047
-0.019585,10.23,1,-0.1047
-0.024372,10.24,1,-0.1047
-0.027273,10.25,1,-0.1047
-0.025661,10.26,1,-0.1047
-0.021711,10.27,1,-0.1047
-0.016266,10.28,1,-0.1047
-0.010387,10.30,1,-0.0880
-0.005848,10.32,1,-0.0656
-0.004338,10.33,1,-0.0467
-0.003778,10.35,0,-0.0327
-0.003277,10.37,0,-0.0239
-0.002781,10.39,0,-0.0192
-0.002254,10.41,0,-0.0156
-0.001617,10.43,0,-0.0121
-0.001141,10.45,0,-0.0088
-0.000704,10.46,0,-0.0059
-0.000323,10.48,0,0.0000
-0.000017,10.50,0,0.0000
0.000143,10.51,0,0.0000
0.000188,10.53,0,0.0000
0.000183,10.54,0,0.0000
0.000153,10.55,0,0.0000
0.000138,10.57,0,0.0000
0.000099,10.58,0,0.0000
0.000077,10.58,0,0.0000
0.000055,10.59,0,0.0000
0.000029,10.60,0,0.0000
-0.000000,10.61,0,0.0000
-0.000012,10.61,0,0.0000
-0.000024,10.62,0,0.0000
-0.000030,10.63,0,0.0000
-0.000030,10.63,0,0.0000
-0.000030,10.64,0,0.0000
-0.000023,10.64,0,0.0000
-0.000024,10.65,0,0.0000
-0.000027,10.66,0,0.0000
-0.000028,10.66,0,0.0000
-0.000017,10.67,0,0.0000
-0.000025,10.68,0,0.0000
-0.000020,10.69,0,0.0000
-0.000016,10.70,0,0.0000
-0.000015,10.70,0,0.0000
-0.000026,10.71,0,0.0000
-0.000014,10.73,0,0.0000
-0.000016,10.74,0,0.0000
-0.000014,10.75,0,0.0000
-0.000008,10.77,0,0.0000
-0.000000,10.78,0,0.0000
-0.000016,10.80,0,0.0000
-0.000006,10.82,0,0.0000
-0.000003,10.84,0,0.0000
-0.000008,10.86,0,0.0000
-0.000005,10.88,0,0.0000
0.000004,10.90,0,0.0000
-0.000001,10.92,0,0.0000
-0.000003,10.95,0,0.0000
-0.000000,10.97,0,0.0000
0.000000,10.99,0,0.0000
0.000000,11.01,0,0.0000
0.000006,11.03,0,0.0000
0.000009,11.06,0,0.0000
0.000008,11.08,0,0.0000
0.000005,11.10,0,0.0000
0.000019,11.12,0,0.0000
0.000011,11.14,0,0.0000
0.000009,11.15,0,0.0000
0.000018,11.17,0,0.0000
0.000021,11.19,0,0.0000
0.000011,11.20,0,0.0000
0.000017,11.22,0,0.0000
0.000020,11.23,0,0.0000
0.000018,11.24,0,0.0000
0.000022,11.25,0,0.0000
0.000025,11.26,0,0.0000
0.000021,11.27,0,0.0000
0.000020,11.28,0,0.0000
0.000025,11.28,0,0.0000
0.000017,11.28,0,0.0000
0.000017,11.28,0,0.0000
0.000022,11.28,0,0.0000
0.000018,11.28,0,0.0000
0.000005,11.27,0,0.0000
0.000013,11.27,0,0.0000
0.000013,11.26,0,0.0000
0.000008,11.24,0,0.0000
0.000008,11.23,0,0.0000
0.000011,11.21,0,0.0000
-0.000000,11.20,0,0.0000
-0.000000,11.18,0,0.0000
0.000000,11.16,0,0.0000
-0.000002,11.14,0,0.0000
-0.000005,11.12,0,0.0000
-0.000008,11.10,0,0.0000
-0.000005,11.07,0,0.0000
-0.000010,11.05,0,0.0000
-0.000011,11.03,0,0.0000
-0.000008,11.01,0,0.0000
-0.000009,10.99,0,0.0000
-0.000012,10.97,0,0.0000
-0.000013,10.95,0,0.0000
-0.000016,10.93,0,0.0000
-0.000022,10.92,0,0.0000
-0.000021,10.90,0,0.0000
-0.000029,10.88,0,0.0000
-0.000025,10.87,0,0.0000
-0.000023,10.85,0,0.0000
-0.000026,10.84,0,0.0000
-0.000030,10.82,0,0.0000
-0.000030,10.81,0,0.0000
-0.000030,10.79,0,0.0000
-0.000033,10.78,0,0.0000
-0.000038,10.76,0,0.0000
-0.000035,10.75,0,0.0000
-0.000035,10.74,0,0.0000
-0.000044,10.73,0,0.0000
-0.000046,10.71,0,0.0000
-0.000036,10.70,0,0.0000
-0.000048,10.68,0,0.0000
-0.000051,10.67,0,0.0000
-0.000049,10.65,0,0.0000
-0.000052,10.64,0,0.0000
-0.000059,10.62,0,0.0000
-0.000048,10.61,0,0.0000
-0.000054,10.59,0,0.0000
-0.000058,10.57,0,0.0000
-0.000060,10.55,0,0.0000
-0.000061,10.53,0,0.0000
-0.000073,10.51,0,0.0000
-0.000066,10.49,0,0.0000
-0.000070,10.46,0,0.0000
-0.000073,10.43,0,0.0000
-0.000073,10.40,0,0.0000
-0.000073,10.37,0,0.0000
-0.000084,10.33,0,0.0000
-0.000081,10.30,0,0.0000
-0.000078,10.26,0,0.0000
-0.000078,10.22,0,0.0000
-0.000086,10.18,0,0.0000
-0.000090,10.14,0,0.0000
-0.000091,10.09,0,0.0000
-0.000095,10.04,0,0.0000
-0.000103,10.00,0,0.0000
-0.000091,9.95,0,0.0000
-0.000077,9.90,0,0.0000
-0.000049,9.85,0,0.0000
-0.000020,9.80,0,0.0000
0.000008,9.74,0,0.0000
0.000069,9.69,0,0.0000
0.000111,9.64,0,0.0000
0.000145,9.58,0,0.0000
0.000186,9.53,0,0.0000
0.000239,9.47,0,0.0000
0.000272,9.42,0,0.0000
0.000303,9.37,0,0.0000
0.000277,9.31,0,0.0000
0.000208,9.26,0,0.0000
0.000098,9.21,0,0.0000
-0.000116,9.15,0,0.0000
-0.000342,9.10,0,0.0000
-0.000551,9.04,0,0.0000
-0.000761,8.99,0,-0.0055
-0.000977,8.93,0,-0.0073
-0.001243,8.88,0,-0.0102
-0.001463,8.82,0,-0.0153
-0.001984,8.77,0,-0.0253
-0.003256,8.71,0,-0.0386
-0.005664,8.66,1,-0.0535
-0.010688,8.60,1,-0.0685
-0.014307,8.54,1,-0.0815
-0.016143,8.49,1,-0.0900
-0.016416,8.43,1,-0.0942
-0.015030,8.38,1,-0.0928
-0.011728,8.32,1,-0.0880
-0.009856,8.27,1,-0.0819
-0.009306,8.22,1,-0.0760
-0.009483,8.17,1,-0.0717
-0.010092,8.12,1,-0.0709
-0.010540,8.07,1,-0.0725
-0.010684,8.02,1,-0.0753
-0.010986,7.97,1,-0.0789
-0.011451,7.92,1,-0.0828
-0.012077,7.87,1,-0.0875
-0.013032,7.83,1,-0.0935
-0.014044,7.78,1,-0.1010
-0.015238,7.74,1,-0.1047
-0.016693,7.69,1,-0.1047
-0.018431,7.65,1,-0.1047
-0.020913,7.60,1,-0.1047
-0.022639,7.55,1,-0.1047
-0.023731,7.50,1,-0.1047
-0.024357,7.46,1,-0.1047
-0.024560,7.41,1,-0.1047
-0.024256,7.36,1,-0.1047
-0.024027,7.31,1,-0.1047
-0.023399,7.27,1,-0.1047
-0.022211,7.22,1,-0.1047
-0.020345,7.18,1,-0.1047
-0.016770,7.14,1,-0.1047
-0.012818,7.10,1,-0.0914
-0.009270,7.06,1,-0.0710
-0.006206,7.03,1,-0.0516
-0.003778,7.00,0,-0.0353
-0.001775,6.97,0,-0.0226
-0.000948,6.94,0,-0.0130
-0.000476,6.91,0,-0.0061
-0.000107,6.89,0,0.0000
0.000254,6.86,0,0.0000
0.000707,6.84,0,0.0048
0.001100,6.82,0,0.0076
0.001454,6.80,0,0.0110
0.001846,6.78,0,0.0151
0.002315,6.76,0,0.0201
0.003302,6.74,0,0.0263
0.004410,6.72,1,0.0338
0.005720,6.71,1,0.0432
0.007242,6.69,1,0.0541
0.008966,6.67,1,0.0659
0.011203,6.66,1,0.0785
0.013214,6.65,1,0.0914
0.015155,6.64,1,0.1039
0.017006,6.63,1,0.1047
0.018580,6.62,1,0.1047
0.019792,6.62,1,0.1047
0.019547,6.62,1,0.1047
0.018337,6.61,1,0.1047
0.017019,6.62,1,0.1047
0.016086,6.62,1,0.1047
0.015834,6.63,1,0.1047
0.016887,6.63,1,0.1047
0.018195,6.64,1,0.1047
0.019312,6.66,1,0.1047
0.020034,6.67,1,0.1047
0.020696,6.69,1,0.1047
0.021089,6.71,1,0.1047
0.021924,6.73,1,0.1047
0.022734,6.75,1,0.1047
0.023136,6.77,1,0.1047
0.022378,6.79,1,0.1047
0.021170,6.81,1,0.1047
0.019531,6.83,1,0.1047
0.018075,6.86,1,0.1047
0.017117,6.88,1,0.1047
0.016730,6.91,1,0.1047
0.016930,6.93,1,0.1047
0.017382,6.96,1,0.1047
0.017671,6.98,1,0.1047
0.017708,7.01,1,0.1047
0.017359,7.04,1,0.1047
0.017235,7.07,1,0.1047
0.016880,7.10,1,0.1047
0.016627,7.13,1,0.1047
0.016528,7.16,1,0.1047
0.016864,7.19,1,0.1047
0.017020,7.22,1,0.1047
0.017510,7.24,1,0.1047
0.018141,7.27,1,0.1047
0.018833,7.29,1,0.1047
0.019083,7.31,1,0.1047
0.018662,7.32,1,0.1047
0.017513,7.34,1,0.1047
0.015759,7.35,1,0.1030
0.013486,7.36,1,0.0901
0.010496,7.37,1,0.0760
0.008031,7.38,1,0.0618
0.006169,7.38,1,0.0481
0.004593,7.38,1,0.0356
0.003272,7.38,0,0.0255
0.002016,7.37,0,0.0173
0.001030,7.36,0,0.0107
0.000371,7.35,0,0.0055
-0.000125,7.34,0,0.0000
-0.000456,7.32,0,0.0000
-0.000578,7.31,0,0.0000
-0.000542,7.29,0,0.0000
-0.000495,7.26,0,0.0000
-0.000441,7.24,0,0.0000
-0.000388,7.21,0,0.0000
-0.000345,7.18,0,0.0000
-0.000282,7.15,0,0.0000
-0.000233,7.12,0,0.0000
-0.000182,7.08,0,0.0000
-0.000130,7.04,0,0.0000
-0.000066,7.00,0,0.0000
-0.000002,6.96,0,0.0000
0.000053,6.91,0,0.0000
0.000106,6.87,0,0.0000
0.000160,6.82,0,0.0000
0.000236,6.77,0,0.0000
0.000296,6.71,0,0.0000
0.000358,6.66,0,0.0000
0.000426,6.61,0,0.0000
0.000509,6.55,0,0.0050
0.000745,6.50,0,0.0068
0.001125,6.44,0,0.0092
0.001572,6.39,0,0.0123
0.002104,6.34,0,0.0160
0.002710,6.28,0,0.0200
0.003499,6.23,0,0.0244
0.004197,6.18,1,0.0289
0.004833,6.13,1,0.0337
0.005478,6.08,1,0.0380
0.006125,6.04,1,0.0415
0.006811,5.99,1,0.0437
0.007085,5.95,1,0.0445
0.006927,5.91,1,0.0432
0.006440,5.87,1,0.0400
0.005637,5.84,1,0.0351
0.004208,5.80,1,0.0295
0.002843,5.77,0,0.0239
0.001989,5.74,0,0.0193
0.001483,5.71,0,0.0164
0.001347,5.69,0,0.0155
0.001826,5.67,0,0.0163
0.002711,5.66,0,0.0177
0.003322,5.64,0,0.0187
0.003594,5.63,0,0.0184
0.003436,5.63,0,0.0161
0.002498,5.63,0,0.0119
0.001001,5.63,0,0.0067
-0.000471,5.64,0,0.0000
-0.001517,5.65,0,0.0000
-0.001811,5.67,0,0.0057
-0.000377,5.69,0,0.0150
0.002548,5.72,0,0.0290
0.006368,5.75,1,0.0451
0.010288,5.78,1,0.0598
0.013544,5.82,1,0.0705
0.014544,5.86,1,0.0754
0.012871,5.91,1,0.0740
0.010300,5.96,1,0.0674
0.007472,6.01,1,0.0578
0.004954,6.06,1,0.0477
0.003667,6.12,0,0.0397
0.003977,6.18,0,0.0346
0.004420,6.24,1,0.0328
0.004871,6.31,1,0.0336
0.005265,6.37,1,0.0357
0.005648,6.44,1,0.0373
0.005781,6.52,1,0.0381
0.005749,6.59,1,0.0378
0.005561,6.66,1,0.0366
0.005217,6.74,1,0.0345
0.004614,6.82,1,0.0318
0.004061,6.90,1,0.0286
0.003555,6.98,0,0.0250
0.003048,7.06,0,0.0212
0.002541,7.14,0,0.0175
0.001939,7.23,0,0.0142
0.001400,7.31,0,0.0111
0.000999,7.40,0,0.0083
0.000680,7.48,0,0.0060
0.000445,7.56,0,0.0043
0.000278,7.65,0,0.0000
0.000269,7.73,0,0.0000
0.000254,7.82,0,0.0000
0.000244,7.90,0,0.0000
0.000244,7.98,0,0.0000
0.000233,8.06,0,0.0000
0.000224,8.14,0,0.0000
0.000216,8.22,0,0.0000
0.000214,8.30,0,0.0000
0.000221,8.37,0,0.0000
0.000200,8.44,0,0.0000
0.000209,8.51,0,0.0000
0.000205,8.58,0,0.0000
0.000193,8.64,0,0.0000
0.000179,8.70,0,0.0000
0.000200,8.76,0,0.0000
0.000174,8.82,0,0.0000
0.000168,8.87,0,0.0000
0.000167,8.92,0,0.0000
0.000166,8.97,0,0.0000
0.000157,9.01,0,0.0000
0.000147,9.05,0,0.0000
0.000151,9.09,0,0.0000
0.000153,9.13,0,0.0000
0.000144,9.16,0,0.0000
0.000122,9.19,0,0.0000
0.000132,9.22,0,0.0000
0.000128,9.24,0,0.0000
0.000116,9.26,0,0.0000
0.000102,9.27,0,0.0000
0.000122,9.29,0,0.0000
0.000105,9.30,0,0.0000
0.000095,9.30,0,0.0000
0.000090,9.31,0,0.0000
0.000089,9.31,0,0.0000
0.000079,9.30,0,0.0000
0.000078,9.30,0,0.0000
0.000073,9.29,0,0.0000
0.000071,9.27,0,0.0000
0.000077,9.26,0,0.0000
0.000046,9.24,0,0.0000
0.000054,9.22,0,0.0000
0.000050,9.20,0,0.0000
0.000042,9.18,0,0.0000
0.000035,9.15,0,0.0000
0.000056,9.13,0,0.0000
0.000056,9.10,0,0.0000
0.000068,9.07,0,0.0000
0.000082,9.05,0,0.0000
0.000090,9.02,0,0.0000
0.000100,9.00,0,0.0000
0.000118,8.97,0,0.0000
0.000128,8.94,0,0.0000
0.000142,8.92,0,0.0000
0.000167,8.90,0,0.0000
0.000178,8.87,0,0.0000
0.000178,8.85,0,0.0000
0.000195,8.83,0,0.0000
0.000214,8.81,0,0.0000
0.000222,8.79,0,0.0000
0.000234,8.77,0,0.0000
0.000259,8.76,0,0.0000
0.000272,8.74,0,0.0000
0.000281,8.72,0,0.0000
0.000290,8.71,0,0.0000
0.000311,8.70,0,0.0000
0.000311,8.69,0,0.0000
0.000306,8.68,0,0.0000
0.000297,8.67,0,0.0000
0.000289,8.66,0,0.0000
0.000234,8.66,0,0.0000
0.000208,8.65,0,0.0000
0.000167,8.65,0,0.0000
0.000121,8.65,0,0.0000
0.000078,8.66,0,0.0000
0.000034,8.66,0,0.0000
-0.000015,8.67,0,0.0000
-0.000054,8.67,0,0.0000
-0.000090,8.68,0,0.0000
-0.000132,8.70,0,0.0000
-0.000187,8.71,0,0.0000
-0.000220,8.73,0,0.0000
-0.000259,8.74,0,0.0000
-0.000300,8.76,0,0.0000
-0.000342,8.78,0,0.0000
-0.000396,8.80,0,0.0000
-0.000437,8.82,0,0.0000
-0.000473,8.85,0,0.0000
-0.000479,8.87,0,0.0000
-0.000420,8.90,0,0.0000
0.000383,8.92,0,0.0090
0.001569,8.95,0,0.0173
0.003203,8.98,0,0.0284
0.005265,9.00,1,0.0405
0.007756,9.03,1,0.0522
0.010609,9.06,1,0.0621
0.011739,9.09,1,0.0691
0.012042,9.13,1,0.0713
0.011524,9.16,1,0.0694
0.010173,9.19,1,0.0636
0.007488,9.22,1,0.0559
0.005870,9.26,1,0.0478
0.004742,9.29,1,0.0407
0.004088,9.32,1,0.0355
0.003887,9.36,0,0.0336
0.004447,9.39,1,0.0337
0.005014,9.43,1,0.0354
0.005533,9.47,1,0.0381
0.005997,9.50,1,0.0414
0.006419,9.54,1,0.0444
0.006847,9.58,1,0.0471
0.007156,9.62,1,0.0496
0.007449,9.66,1,0.0519
0.007730,9.70,1,0.0540
0.007995,9.74,1,0.0558
0.008308,9.78,1,0.0580
0.008476,9.82,1,0.0611
0.008710,9.87,1,0.0676
0.009285,9.91,1,0.0765
0.010643,9.95,1,0.0863
0.014230,9.99,1,0.0956
0.016885,10.03,1,0.1026
0.018073,10.08,1,0.1044
0.017745,10.12,1,0.1012
0.015738,10.16,1,0.0921
0.011047,10.21,1,0.0792
0.007457,10.25,1,0.0647
0.005173,10.29,1,0.0501
0.003970,10.34,0,0.0371
0.003554,10.38,0,0.0285
0.003118,10.43,0,0.0231
0.002772,10.47,0,0.0197
0.002429,10.51,0,0.0170
0.002089,10.56,0,0.0146
0.001747,10.60,0,0.0124
0.001332,10.65,0,0.0105
0.001105,10.69,0,0.0088
0.000933,10.74,0,0.0075
0.000819,10.78,0,0.0065
0.000767,10.83,0,0.0060
0.000786,10.87,0,0.0057
0.000798,10.91,0,0.0057
0.000812,10.95,0,0.0057
0.000830,10.99,0,0.0058
0.000856,11.03,0,0.0060
0.000868,11.07,0,0.0061
0.000883,11.11,0,0.0062
0.000905,11.14,0,0.0063
0.000926,11.17,0,0.0065
0.000932,11.21,0,0.0066
0.000966,11.24,0,0.0067
0.000979,11.27,0,0.0068
0.000994,11.29,0,0.0070
0.001010,11.32,0,0.0071
0.001032,11.35,0,0.0072
0.001053,11.37,0,0.0073
0.001073,11.40,0,0.0075
0.001086,11.42,0,0.0076
0.001099,11.44,0,0.0077
0.001121,11.46,0,0.0078
0.001118,11.48,0,0.0078
0.001134,11.50,0,0.0079
0.001139,11.52,0,0.0079
0.001139,11.54,0,0.0080
0.001145,11.56,0,0.0080
0.001144,11.58,0,0.0080
