# Trazado de diseno RESUELTO desde las directrices (alignment_solver):
# rectas + circulos exactos + clotoides generadas; cierra a 360
# kappa_1pm,elev_m,kerb,peralte_rad (seg 4.0 m)
0.000000,-6.84,0,0.0000
0.000000,-6.99,0,0.0000
0.000000,-7.14,0,0.0000
0.000000,-7.27,0,0.0000
0.000000,-7.41,0,0.0000
0.000000,-7.54,0,0.0000
0.000000,-7.66,0,0.0000
0.000000,-7.78,0,0.0000
0.000000,-7.91,0,0.0000
0.000000,-8.01,0,0.0000
0.000000,-8.12,0,0.0000
0.000000,-8.22,0,0.0000
0.000000,-8.31,0,0.0000
0.000000,-8.40,0,0.0000
0.000000,-8.48,0,0.0000
0.000000,-8.56,0,0.0000
0.000000,-8.63,0,0.0000
0.000000,-8.70,0,0.0000
0.000000,-8.76,0,0.0000
0.000000,-8.82,0,0.0000
0.000000,-8.88,0,0.0000
0.000000,-8.93,0,0.0000
0.000000,-8.99,0,0.0000
0.000000,-9.04,0,0.0000
0.000000,-9.09,0,0.0000
0.000000,-9.15,0,0.0000
0.000000,-9.20,0,0.0000
0.000000,-9.25,0,0.0000
0.000000,-9.29,0,0.0000
0.000000,-9.34,0,0.0000
0.000000,-9.39,0,0.0000
0.000000,-9.43,0,0.0000
0.000000,-9.48,0,0.0000
0.000000,-9.52,0,0.0000
0.000000,-9.56,0,0.0000
0.000000,-9.60,0,0.0000
0.000000,-9.64,0,0.0000
0.000000,-9.68,0,0.0000
0.000000,-9.72,0,0.0000
0.000000,-9.75,0,0.0000
0.000000,-9.79,0,0.0000
-0.000112,-9.82,0,0.0000
-0.000335,-9.86,0,0.0000
-0.000558,-9.89,0,-0.0040
-0.000781,-9.92,0,-0.0055
-0.001004,-9.95,0,-0.0070
-0.001227,-9.98,0,-0.0086
-0.001450,-10.00,0,-0.0101
-0.001673,-10.03,0,-0.0116
-0.001896,-10.06,0,-0.0128
-0.002119,-10.08,0,-0.0138
-0.002231,-10.11,0,-0.0146
-0.002231,-10.13,0,-0.0152
-0.002231,-10.15,0,-0.0155
-0.002231,-10.17,0,-0.0156
-0.002231,-10.19,0,-0.0156
-0.002231,-10.20,0,-0.0156
-0.002231,-10.23,0,-0.0156
-0.002231,-10.26,0,-0.0156
-0.002231,-10.30,0,-0.0156
-0.002231,-10.35,0,-0.0156
-0.002231,-10.40,0,-0.0156
-0.002231,-10.47,0,-0.0154
-0.002231,-10.54,0,-0.0151
-0.002172,-10.62,0,-0.0147
-0.002055,-10.71,0,-0.0141
-0.001937,-10.81,0,-0.0135
-0.001820,-10.93,0,-0.0127
-0.001702,-11.04,0,-0.0119
-0.001585,-11.17,0,-0.0111
-0.001468,-11.30,0,-0.0103
-0.001350,-11.44,0,-0.0095
-0.001233,-11.60,0,-0.0086
-0.001115,-11.76,0,-0.0078
-0.000998,-11.93,0,-0.0070
-0.000881,-12.11,0,-0.0062
-0.000763,-12.30,0,-0.0053
-0.000646,-12.49,0,-0.0045
-0.000528,-12.70,0,0.0000
-0.000411,-12.92,0,0.0000
-0.000294,-13.14,0,0.0000
-0.000176,-13.37,0,0.0000
-0.000059,-13.61,0,0.0000
0.000000,-13.86,0,0.0000
0.000000,-14.12,0,0.0000
0.000000,-14.38,0,0.0000
0.000000,-14.66,0,0.0000
0.000000,-14.94,0,0.0000
0.000000,-15.23,0,0.0000
0.000000,-15.53,0,0.0000
0.000000,-15.84,0,0.0000
0.000000,-16.16,0,0.0000
0.000000,-16.48,0,0.0000
0.000000,-16.82,0,0.0000
0.000000,-17.16,0,0.0000
0.000000,-17.49,0,0.0000
0.000000,-17.83,0,0.0000
0.000000,-18.16,0,0.0000
0.000000,-18.49,0,0.0000
0.000000,-18.82,0,0.0000
0.000000,-19.14,0,0.0000
0.000000,-19.47,0,0.0000
0.000000,-19.78,0,0.0000
0.000000,-20.11,0,0.0000
0.000000,-20.43,0,0.0000
0.000000,-20.74,0,0.0000
0.000000,-21.06,0,0.0000
0.000000,-21.37,0,0.0000
0.000000,-21.68,0,0.0000
0.000000,-21.99,0,0.0000
0.000000,-22.31,0,0.0000
0.000000,-22.61,0,0.0000
0.000000,-22.91,0,0.0000
0.000000,-23.22,0,0.0000
0.000000,-23.52,0,0.0000
0.000000,-23.82,0,0.0000
0.000082,-24.11,0,0.0000
0.000246,-24.42,0,0.0000
0.000410,-24.71,0,0.0000
0.000574,-25.00,0,0.0040
0.000738,-25.29,0,0.0052
0.000903,-25.59,0,0.0063
0.001067,-25.90,0,0.0075
0.001231,-26.22,0,0.0086
0.001395,-26.54,0,0.0098
0.001559,-26.87,0,0.0109
0.001723,-27.21,0,0.0121
0.001887,-27.55,0,0.0132
0.002051,-27.91,0,0.0144
0.002215,-28.27,0,0.0155
0.002380,-28.65,0,0.0167
0.002544,-29.02,0,0.0177
0.002708,-29.42,0,0.0186
0.002872,-29.81,0,0.0194
0.002954,-30.21,0,0.0199
0.002954,-30.62,0,0.0203
0.002954,-31.04,0,0.0206
0.002954,-31.46,0,0.0207
0.002954,-31.90,0,0.0207
0.002954,-32.34,0,0.0207
0.002954,-32.79,0,0.0207
0.002954,-33.26,0,0.0207
0.002954,-33.73,0,0.0207
0.002954,-34.20,0,0.0207
0.002954,-34.68,0,0.0207
0.002954,-35.18,0,0.0207
0.002954,-35.67,0,0.0207
0.002954,-36.18,0,0.0207
0.002954,-36.69,0,0.0198
0.002954,-37.21,0,0.0171
0.002954,-37.74,0,0.0125
0.002051,-38.28,0,0.0062
0.000244,-38.83,0,0.0000
-0.001563,-39.38,0,-0.0118
-0.003370,-39.91,0,-0.0227
-0.005176,-40.44,1,-0.0326
-0.006983,-40.97,1,-0.0408
-0.007887,-41.48,1,-0.0471
-0.007887,-41.98,1,-0.0516
-0.007887,-42.48,1,-0.0543
-0.007887,-42.97,1,-0.0552
-0.007887,-43.44,1,-0.0552
-0.007887,-43.91,1,-0.0549
-0.007887,-44.37,1,-0.0539
-0.007887,-44.82,1,-0.0522
-0.007558,-45.27,1,-0.0499
-0.006901,-45.69,1,-0.0470
-0.006244,-46.12,1,-0.0434
-0.005586,-46.54,1,-0.0391
-0.004929,-46.95,1,-0.0345
-0.004272,-47.34,1,-0.0299
-0.003615,-47.73,0,-0.0253
-0.002957,-48.11,0,-0.0207
-0.002300,-48.48,0,-0.0161
-0.001643,-48.84,0,-0.0118
-0.000986,-49.20,0,-0.0082
-0.000329,-49.55,0,-0.0053
0.000000,-49.88,0,0.0000
0.000000,-50.20,0,0.0000
0.000000,-50.52,0,0.0000
0.000000,-50.83,0,0.0000
0.000000,-51.13,0,0.0000
0.000000,-51.42,0,0.0000
0.000000,-51.71,0,0.0000
0.000000,-51.98,0,0.0000
0.000000,-52.25,0,0.0000
0.000000,-52.50,0,0.0000
0.000000,-52.75,0,0.0000
0.000000,-52.98,0,0.0000
0.000000,-53.22,0,0.0000
0.000000,-53.43,0,0.0000
0.000000,-53.65,0,0.0000
0.000000,-53.85,0,0.0000
0.000000,-54.04,0,0.0000
0.000000,-54.23,0,0.0000
0.000000,-54.41,0,0.0000
0.000000,-54.58,0,0.0000
0.000000,-54.74,0,0.0000
0.000000,-54.88,0,0.0000
0.000000,-55.02,0,0.0000
0.000000,-55.16,0,0.0000
0.000000,-55.28,0,0.0000
0.000000,-55.39,0,0.0000
0.000000,-55.50,0,0.0000
0.000000,-55.60,0,0.0000
0.000000,-55.69,0,0.0000
0.000000,-55.77,0,0.0000
0.000000,-55.84,0,0.0000
0.000000,-55.90,0,0.0000
0.000000,-55.96,0,0.0000
0.000000,-56.00,0,0.0000
0.000000,-56.03,0,0.0000
0.000000,-56.06,0,0.0000
0.000000,-56.08,0,0.0000
0.000000,-56.08,0,0.0000
0.000000,-56.08,0,0.0000
0.000000,-56.07,0,0.0000
0.000000,-56.06,0,0.0000
0.000000,-56.03,0,0.0000
0.000000,-55.99,0,0.0000
0.000000,-55.95,0,0.0000
0.000000,-55.90,0,0.0000
0.000000,-55.84,0,0.0000
0.000000,-55.77,0,0.0000
0.000000,-55.69,0,0.0000
0.000000,-55.59,0,0.0000
0.000000,-55.49,0,0.0000
0.000000,-55.39,0,0.0000
0.000000,-55.27,0,0.0000
0.000000,-55.15,0,0.0000
0.000000,-55.02,0,0.0000
0.000000,-54.87,0,0.0000
0.000000,-54.72,0,0.0000
0.000000,-54.57,0,0.0000
0.000000,-54.40,0,0.0000
0.000000,-54.22,0,0.0000
0.000000,-54.03,0,0.0000
0.000000,-53.84,0,0.0000
0.000000,-53.63,0,0.0000
0.000000,-53.42,0,0.0000
0.000000,-53.20,0,0.0000
0.000000,-52.97,0,0.0000
0.000000,-52.73,0,0.0000
0.000000,-52.48,0,0.0000
0.000000,-52.23,0,0.0000
0.000000,-51.96,0,0.0000
0.000000,-51.69,0,0.0000
-0.000033,-51.40,0,0.0000
-0.000098,-51.11,0,0.0000
-0.000163,-50.81,0,0.0000
-0.000228,-50.52,0,0.0000
-0.000293,-50.22,0,0.0000
-0.000358,-49.93,0,0.0000
-0.000424,-49.65,0,0.0000
-0.000489,-49.37,0,0.0000
-0.000554,-49.09,0,0.0000
-0.000619,-48.81,0,-0.0043
-0.000684,-48.54,0,-0.0048
-0.000750,-48.26,0,-0.0052
-0.000815,-47.99,0,-0.0057
-0.000880,-47.73,0,-0.0062
-0.000945,-47.47,0,-0.0066
-0.001010,-47.21,0,-0.0070
-0.001075,-46.95,0,-0.0074
-0.001141,-46.70,0,-0.0077
-0.001173,-46.45,0,-0.0079
-0.001173,-46.20,0,-0.0081
-0.001173,-45.95,0,-0.0082
-0.001173,-45.71,0,-0.0082
-0.001173,-45.47,0,-0.0082
-0.001173,-45.24,0,-0.0082
-0.001173,-45.01,0,-0.0082
-0.001173,-44.78,0,-0.0082
-0.001173,-44.55,0,-0.0082
-0.001173,-44.32,0,-0.0082
-0.001173,-44.09,0,-0.0082
-0.001173,-43.84,0,-0.0082
-0.001173,-43.59,0,-0.0082
-0.001173,-43.33,0,-0.0082
-0.001173,-43.07,0,-0.0082
-0.001173,-42.80,0,-0.0082
-0.001173,-42.52,0,-0.0082
-0.001173,-42.24,0,-0.0082
-0.001173,-41.95,0,-0.0082
-0.001173,-41.65,0,-0.0082
-0.001173,-41.35,0,-0.0082
-0.001173,-41.03,0,-0.0081
-0.001173,-40.71,0,-0.0081
-0.001156,-40.39,0,-0.0079
-0.001123,-40.06,0,-0.0078
-0.001089,-39.72,0,-0.0076
-0.001056,-39.37,0,-0.0074
-0.001022,-39.02,0,-0.0072
-0.000989,-38.65,0,-0.0069
-0.000955,-38.29,0,-0.0067
-0.000922,-37.92,0,-0.0065
-0.000888,-37.54,0,-0.0062
-0.000855,-37.15,0,-0.0060
-0.000821,-36.75,0,-0.0057
-0.000788,-36.35,0,-0.0055
-0.000754,-35.97,0,-0.0053
-0.000721,-35.58,0,-0.0050
-0.000687,-35.22,0,-0.0048
-0.000654,-34.87,0,-0.0046
-0.000620,-34.54,0,-0.0043
-0.000587,-34.22,0,-0.0041
-0.000553,-33.91,0,0.0000
-0.000520,-33.61,0,0.0000
-0.000486,-33.34,0,0.0000
-0.000453,-33.07,0,0.0000
-0.000419,-32.83,0,0.0000
-0.000385,-32.59,0,0.0000
-0.000352,-32.37,0,0.0000
-0.000318,-32.17,0,0.0000
-0.000285,-31.97,0,0.0000
-0.000251,-31.80,0,0.0000
-0.000218,-31.64,0,0.0000
-0.000184,-31.48,0,0.0000
-0.000151,-31.35,0,0.0000
-0.000117,-31.22,0,0.0000
-0.000084,-31.08,0,0.0000
-0.000050,-30.93,0,0.0000
-0.000017,-30.78,0,0.0000
0.000000,-30.63,0,0.0000
0.000000,-30.46,0,0.0000
0.000000,-30.30,0,0.0000
0.000000,-30.14,0,0.0000
0.000000,-29.97,0,0.0000
0.000000,-29.79,0,0.0000
0.000000,-29.61,0,0.0000
0.000000,-29.42,0,0.0000
0.000000,-29.23,0,0.0000
0.000000,-29.04,0,0.0000
0.000000,-28.85,0,0.0000
0.000000,-28.65,0,0.0000
0.000000,-28.43,0,0.0000
0.000000,-28.22,0,0.0000
0.000000,-28.01,0,0.0000
0.000000,-27.79,0,0.0000
0.000000,-27.57,0,0.0000
0.000000,-27.34,0,0.0000
0.000000,-27.11,0,0.0000
0.000000,-26.87,0,0.0000
0.000000,-26.62,0,0.0000
0.000000,-26.38,0,0.0000
0.000000,-26.13,0,0.0000
-0.000354,-25.88,0,-0.0043
-0.001063,-25.62,0,-0.0057
-0.001418,-25.36,0,-0.0071
-0.001418,-25.09,0,-0.0085
-0.001418,-24.81,0,-0.0096
-0.001418,-24.54,0,-0.0099
-0.001418,-24.26,0,-0.0185
-0.001418,-23.97,0,-0.0441
-0.001418,-23.68,0,-0.0868
-0.009960,-23.39,1,-0.1047
-0.027044,-23.09,1,-0.1047
-0.044129,-22.79,1,-0.1047
-0.061213,-22.48,1,-0.1047
-0.069755,-22.17,1,-0.1047
-0.069755,-21.85,1,-0.1047
-0.069755,-21.53,1,-0.1047
-0.069755,-21.21,1,-0.1047
-0.069755,-20.89,1,-0.1047
-0.069755,-20.58,1,-0.1047
-0.052316,-20.29,1,-0.1047
-0.017439,-20.02,1,-0.1047
0.000000,-19.76,0,-0.1047
0.000000,-19.51,0,-0.0698
0.000000,-19.29,0,-0.0174
0.000000,-19.08,0,0.0000
0.000000,-18.88,0,0.0000
0.000000,-18.70,0,0.0000
0.000000,-18.54,0,0.0000
0.000000,-18.39,0,0.0000
0.000000,-18.27,0,0.0000
0.000000,-18.15,0,0.0000
0.000000,-18.05,0,0.0000
0.000000,-17.97,0,0.0000
0.000000,-17.91,0,0.0000
0.000000,-17.89,0,0.0000
0.000000,-17.88,0,0.0000
0.000000,-17.92,0,0.0000
0.000000,-17.98,0,0.0000
0.000000,-18.08,0,0.0000
0.000000,-18.21,0,0.0000
0.000000,-18.37,0,0.0000
0.000000,-18.56,0,0.0000
0.000000,-18.79,0,0.0000
0.000000,-19.04,0,0.0000
0.000000,-19.31,0,0.0000
0.000000,-19.60,0,0.0000
0.000000,-19.90,0,0.0000
0.000000,-20.21,0,0.0000
0.000000,-20.53,0,0.0000
0.000000,-20.87,0,0.0000
0.000000,-21.22,0,0.0000
0.000000,-21.58,0,0.0000
0.000000,-21.95,0,0.0000
0.000000,-22.33,0,0.0000
0.000000,-22.71,0,0.0000
0.000000,-23.08,0,0.0000
0.000000,-23.45,0,0.0000
0.000000,-23.81,0,0.0000
0.000000,-24.17,0,0.0000
0.000000,-24.53,0,0.0000
0.000000,-24.89,0,0.0000
0.000000,-25.24,0,0.0000
0.000000,-25.58,0,0.0000
0.000000,-25.93,0,0.0000
0.000000,-26.28,0,0.0000
0.000000,-26.61,0,0.0000
0.000000,-26.93,0,0.0000
0.000000,-27.24,0,0.0000
0.000000,-27.53,0,0.0000
0.000000,-27.81,0,0.0000
0.000000,-28.07,0,0.0000
0.000000,-28.33,0,0.0000
0.000000,-28.56,0,0.0000
0.000000,-28.79,0,0.0000
0.000000,-29.00,0,0.0000
0.000000,-29.20,0,0.0000
0.000000,-29.39,0,0.0000
0.000000,-29.56,0,0.0000
0.000000,-29.71,0,0.0000
0.000000,-29.87,0,0.0000
0.000000,-29.99,0,0.0000
0.000000,-30.11,0,0.0000
0.000000,-30.21,0,0.0000
0.000000,-30.30,0,0.0000
0.000000,-30.39,0,0.0000
0.000000,-30.45,0,0.0000
0.000000,-30.50,0,0.0000
0.000000,-30.54,0,0.0000
0.000000,-30.56,0,0.0000
0.000000,-30.57,0,0.0000
0.000000,-30.57,0,0.0000
0.000000,-30.57,0,0.0000
0.000000,-30.56,0,0.0000
0.000000,-30.56,0,0.0000
0.000000,-30.56,0,0.0000
0.000000,-30.55,0,0.0000
0.000000,-30.54,0,0.0000
0.000000,-30.54,0,0.0000
0.000000,-30.53,0,0.0000
0.000000,-30.52,0,0.0000
0.000000,-30.51,0,0.0000
0.000000,-30.51,0,0.0000
0.000000,-30.51,0,0.0000
0.000000,-30.51,0,0.0000
0.000000,-30.52,0,0.0000
0.000000,-30.53,0,0.0000
0.000000,-30.54,0,0.0000
0.000000,-30.56,0,0.0000
0.000000,-30.59,0,0.0000
0.000000,-30.62,0,0.0000
0.000000,-30.65,0,0.0000
0.000000,-30.69,0,0.0000
0.000000,-30.72,0,0.0000
0.000000,-30.77,0,0.0000
0.000000,-30.81,0,0.0000
0.000000,-30.86,0,0.0000
0.000000,-30.91,0,0.0000
0.000000,-30.98,0,0.0000
0.000000,-31.04,0,0.0000
0.000000,-31.11,0,0.0000
0.000000,-31.20,0,0.0000
0.000000,-31.29,0,0.0000
0.000000,-31.39,0,0.0000
0.000000,-31.51,0,0.0000
0.000000,-31.63,0,0.0000
0.000000,-31.76,0,0.0000
0.000000,-31.90,0,0.0000
0.000000,-32.05,0,0.0000
0.000000,-32.21,0,0.0000
0.000000,-32.38,0,0.0000
