# C-90 - Norma 3.1-IC (tools/make_carretera.py)
# Vp=90 km/h, grupo 3, R_min=350 m; ida y vuelta cerradas con dos glorietas de R=63 m a 40 km/h
# kappa_1_per_m, elev_m, piano, peralte_rad, semiancho_m
0.000000,37.24,0,0.0000,3.75
0.000000,37.44,0,0.0000,3.75
0.000000,37.63,0,0.0000,3.75
0.000000,37.83,0,0.0000,3.75
0.000000,38.02,0,0.0000,3.75
0.000000,38.21,0,0.0000,3.75
0.000000,38.41,0,0.0000,3.75
0.000000,38.60,0,0.0000,3.75
0.000000,38.80,0,0.0000,3.75
0.000000,38.99,0,0.0000,3.75
0.000000,39.18,0,0.0000,3.75
0.000000,39.38,0,0.0000,3.75
0.000000,39.57,0,0.0000,3.75
0.000000,39.76,0,0.0000,3.75
0.000000,39.96,0,0.0000,3.75
0.000000,40.15,0,0.0000,3.75
0.000000,40.34,0,0.0000,3.75
0.000000,40.54,0,0.0000,3.75
0.000000,40.73,0,0.0000,3.75
0.000000,40.92,0,0.0000,3.75
0.000000,41.12,0,0.0000,3.75
0.000000,41.31,0,0.0000,3.75
0.000000,41.50,0,0.0000,3.75
0.000000,41.70,0,0.0000,3.75
0.000000,41.89,0,0.0000,3.75
0.000000,42.08,0,0.0000,3.75
0.000000,42.28,0,0.0000,3.75
0.000000,42.47,0,0.0000,3.75
0.000000,42.66,0,0.0000,3.75
0.000000,42.85,0,0.0000,3.75
0.000000,43.05,0,0.0000,3.75
0.000000,43.24,0,0.0000,3.75
0.000000,43.43,0,0.0000,3.75
0.000000,43.62,0,0.0000,3.75
0.000000,43.81,0,0.0000,3.75
0.000000,44.01,0,0.0000,3.75
0.000000,44.20,0,0.0000,3.75
0.000000,44.39,0,0.0000,3.75
0.000000,44.58,0,0.0000,3.75
0.000000,44.77,0,0.0000,3.75
0.000000,44.97,0,0.0000,3.75
0.000000,45.16,0,0.0000,3.75
0.000000,45.35,0,0.0000,3.75
0.000000,45.54,0,0.0000,3.75
0.000000,45.73,0,0.0000,3.75
0.000000,45.92,0,0.0000,3.75
0.000000,46.12,0,0.0000,3.75
0.000000,46.31,0,0.0000,3.75
0.000000,46.50,0,0.0000,3.75
0.000000,46.69,0,0.0000,3.75
0.000000,46.88,0,0.0000,3.75
0.000000,47.07,0,0.0000,3.75
0.000000,47.26,0,0.0000,3.75
0.000000,47.45,0,0.0000,3.75
0.000000,47.64,0,0.0000,3.75
0.000000,47.83,0,0.0000,3.75
0.000000,48.02,0,0.0000,3.75
0.000000,48.22,0,0.0000,3.75
0.000000,48.41,0,0.0000,3.75
0.000000,48.60,0,0.0000,3.75
0.000000,48.79,0,0.0000,3.75
0.000000,48.98,0,0.0000,3.75
0.000000,49.17,0,0.0000,3.75
0.000000,49.36,0,0.0000,3.75
0.000000,49.55,0,0.0000,3.75
0.000000,49.74,0,0.0000,3.75
0.000000,49.93,0,0.0000,3.75
0.000000,50.12,0,0.0000,3.75
0.000000,50.31,0,0.0000,3.75
0.000000,50.50,0,0.0000,3.75
0.000000,50.68,0,0.0000,3.75
0.000000,50.87,0,0.0000,3.75
0.000000,51.06,0,0.0000,3.75
0.000000,51.25,0,0.0000,3.75
0.000000,51.44,0,0.0000,3.75
0.000000,51.63,0,0.0000,3.75
0.000000,51.82,0,0.0000,3.75
0.000000,52.01,0,0.0000,3.75
0.000000,52.20,0,0.0000,3.75
0.000000,52.39,0,0.0000,3.75
0.000000,52.58,0,0.0000,3.75
0.000000,52.76,0,0.0000,3.75
0.000000,52.95,0,0.0000,3.75
0.000000,53.14,0,0.0000,3.75
0.000000,53.33,0,0.0000,3.75
0.000000,53.52,0,0.0000,3.75
0.000000,53.71,0,0.0000,3.75
0.000000,53.89,0,0.0000,3.75
0.000000,54.08,0,0.0000,3.75
0.000000,54.27,0,0.0000,3.75
0.000000,54.46,0,0.0000,3.75
0.000000,54.65,0,0.0000,3.75
0.000000,54.83,0,0.0000,3.75
0.000000,55.02,0,0.0000,3.75
0.000000,55.21,0,0.0000,3.75
0.000000,55.40,0,0.0000,3.75
0.000000,55.58,0,0.0000,3.75
0.000000,55.77,0,0.0000,3.75
0.000000,55.96,0,0.0000,3.75
0.000000,56.15,0,0.0000,3.75
0.000000,56.33,0,0.0000,3.75
0.000000,56.52,0,0.0000,3.75
0.000000,56.71,0,0.0000,3.75
0.000000,56.89,0,0.0000,3.75
0.000000,57.08,0,0.0000,3.75
0.000000,57.27,0,0.0000,3.75
0.000000,57.45,0,0.0000,3.75
0.000000,57.64,0,0.0000,3.75
0.000000,57.82,0,0.0000,3.75
0.000000,58.01,0,0.0000,3.75
0.000000,58.20,0,0.0000,3.75
0.000000,58.38,0,0.0000,3.75
0.000000,58.57,0,0.0000,3.75
0.000000,58.75,0,0.0000,3.75
0.000000,58.94,0,0.0000,3.75
0.000000,59.13,0,0.0000,3.75
0.000000,59.31,0,0.0000,3.75
0.000000,59.50,0,0.0000,3.75
0.000000,59.68,0,0.0000,3.75
0.000000,59.87,0,0.0000,3.75
0.000000,60.05,0,0.0000,3.75
0.000000,60.24,0,0.0000,3.75
0.000000,60.42,0,0.0000,3.75
0.000000,60.61,0,0.0000,3.75
0.000000,60.79,0,0.0000,3.75
0.000000,60.98,0,0.0000,3.75
0.000000,61.16,0,0.0000,3.75
0.000000,61.35,0,0.0000,3.75
0.000000,61.53,0,0.0000,3.75
0.000000,61.72,0,0.0000,3.75
0.000000,61.90,0,0.0000,3.75
0.000000,62.08,0,0.0000,3.75
0.000000,62.27,0,0.0000,3.75
0.000000,62.45,0,0.0000,3.75
0.000000,62.64,0,0.0000,3.75
0.000000,62.82,0,0.0000,3.75
0.000000,63.00,0,0.0000,3.75
0.000000,63.19,0,0.0000,3.75
0.000000,63.37,0,0.0000,3.75
0.000000,63.55,0,0.0000,3.75
0.000000,63.74,0,0.0000,3.75
0.000000,63.92,0,0.0000,3.75
0.000000,64.10,0,0.0000,3.75
0.000000,64.29,0,0.0000,3.75
0.000000,64.47,0,0.0000,3.75
0.000000,64.65,0,0.0000,3.75
0.000000,64.83,0,0.0000,3.75
0.000000,65.02,0,0.0000,3.75
0.000000,65.20,0,0.0000,3.75
0.000000,65.38,0,0.0000,3.75
0.000000,65.56,0,0.0000,3.75
0.000000,65.75,0,0.0000,3.75
0.000000,65.93,0,0.0000,3.75
0.000000,66.11,0,0.0000,3.75
0.000000,66.29,0,0.0000,3.75
0.000000,66.47,0,0.0000,3.75
0.000000,66.66,0,0.0000,3.75
0.000000,66.84,0,0.0000,3.75
0.000000,67.02,0,0.0000,3.75
0.000000,67.20,0,0.0000,3.75
0.000000,67.38,0,0.0000,3.75
0.000000,67.56,0,0.0000,3.75
0.000000,67.74,0,0.0000,3.75
0.000085,67.92,0,0.0021,3.75
0.000255,68.11,0,0.0062,3.75
0.000425,68.29,0,0.0103,3.75
0.000595,68.47,0,0.0144,3.75
0.000764,68.65,0,0.0185,3.75
0.000934,68.83,0,0.0226,3.75
0.001104,69.01,0,0.0268,3.75
0.001274,69.19,0,0.0309,3.75
0.001444,69.37,0,0.0350,3.75
0.001614,69.55,0,0.0391,3.75
0.001784,69.73,0,0.0432,3.75
0.001954,69.91,0,0.0473,3.75
0.002124,70.09,0,0.0514,3.75
0.002293,70.27,0,0.0555,3.75
0.002463,70.45,0,0.0596,3.75
0.002633,70.63,0,0.0637,3.75
0.002803,70.81,0,0.0678,3.75
0.002857,70.98,0,0.0699,3.75
0.002857,71.16,0,0.0699,3.75
0.002857,71.34,0,0.0699,3.75
0.002857,71.52,0,0.0699,3.75
0.002857,71.70,0,0.0699,3.75
0.002857,71.88,0,0.0699,3.75
0.002857,72.06,0,0.0699,3.75
0.002857,72.24,0,0.0699,3.75
0.002857,72.41,0,0.0699,3.75
0.002857,72.59,0,0.0699,3.75
0.002857,72.77,0,0.0699,3.75
0.002857,72.95,0,0.0699,3.75
0.002857,73.13,0,0.0699,3.75
0.002857,73.30,0,0.0699,3.75
0.002857,73.48,0,0.0699,3.75
0.002857,73.66,0,0.0699,3.75
0.002857,73.84,0,0.0699,3.75
0.002857,74.01,0,0.0699,3.75
0.002857,74.19,0,0.0699,3.75
0.002857,74.37,0,0.0699,3.75
0.002857,74.54,0,0.0699,3.75
0.002857,74.72,0,0.0699,3.75
0.002857,74.90,0,0.0699,3.75
0.002857,75.07,0,0.0699,3.75
0.002857,75.25,0,0.0699,3.75
0.002857,75.43,0,0.0699,3.75
0.002857,75.60,0,0.0699,3.75
0.002857,75.78,0,0.0699,3.75
0.002857,75.96,0,0.0699,3.75
0.002857,76.13,0,0.0699,3.75
0.002857,76.31,0,0.0699,3.75
0.002857,76.48,0,0.0699,3.75
0.002857,76.66,0,0.0699,3.75
0.002857,76.83,0,0.0699,3.75
0.002857,77.01,0,0.0699,3.75
0.002803,77.18,0,0.0678,3.75
0.002633,77.36,0,0.0637,3.75
0.002463,77.53,0,0.0596,3.75
0.002293,77.71,0,0.0555,3.75
0.002124,77.88,0,0.0514,3.75
0.001954,78.06,0,0.0473,3.75
0.001784,78.23,0,0.0432,3.75
0.001614,78.41,0,0.0391,3.75
0.001444,78.58,0,0.0350,3.75
0.001274,78.76,0,0.0309,3.75
0.001104,78.93,0,0.0268,3.75
0.000934,79.10,0,0.0226,3.75
0.000764,79.28,0,0.0185,3.75
0.000595,79.45,0,0.0144,3.75
0.000425,79.62,0,0.0103,3.75
0.000255,79.80,0,0.0062,3.75
0.000085,79.97,0,0.0021,3.75
0.000000,80.14,0,0.0000,3.75
0.000000,80.32,0,0.0000,3.75
0.000000,80.49,0,0.0000,3.75
0.000000,80.66,0,0.0000,3.75
0.000000,80.84,0,0.0000,3.75
0.000000,81.01,0,0.0000,3.75
0.000000,81.18,0,0.0000,3.75
0.000000,81.35,0,0.0000,3.75
0.000000,81.53,0,0.0000,3.75
0.000000,81.70,0,0.0000,3.75
0.000000,81.87,0,0.0000,3.75
0.000000,82.04,0,0.0000,3.75
0.000000,82.21,0,0.0000,3.75
0.000000,82.38,0,0.0000,3.75
0.000000,82.56,0,0.0000,3.75
0.000000,82.73,0,0.0000,3.75
0.000000,82.90,0,0.0000,3.75
0.000000,83.07,0,0.0000,3.75
0.000000,83.24,0,0.0000,3.75
0.000000,83.41,0,0.0000,3.75
0.000000,83.58,0,0.0000,3.75
0.000000,83.75,0,0.0000,3.75
0.000000,83.92,0,0.0000,3.75
0.000000,84.09,0,0.0000,3.75
0.000000,84.26,0,0.0000,3.75
0.000000,84.43,0,0.0000,3.75
0.000000,84.60,0,0.0000,3.75
0.000000,84.77,0,0.0000,3.75
0.000000,84.94,0,0.0000,3.75
0.000000,85.11,0,0.0000,3.75
0.000000,85.28,0,0.0000,3.75
0.000000,85.45,0,0.0000,3.75
0.000000,85.62,0,0.0000,3.75
0.000000,85.79,0,0.0000,3.75
0.000000,85.96,0,0.0000,3.75
0.000000,86.13,0,0.0000,3.75
0.000000,86.30,0,0.0000,3.75
0.000000,86.47,0,0.0000,3.75
0.000000,86.63,0,0.0000,3.75
0.000000,86.80,0,0.0000,3.75
0.000000,86.97,0,0.0000,3.75
0.000000,87.14,0,0.0000,3.75
0.000000,87.31,0,0.0000,3.75
0.000000,87.47,0,0.0000,3.75
0.000000,87.64,0,0.0000,3.75
0.000000,87.81,0,0.0000,3.75
0.000000,87.98,0,0.0000,3.75
0.000000,88.14,0,0.0000,3.75
0.000000,88.31,0,0.0000,3.75
0.000000,88.48,0,0.0000,3.75
0.000000,88.65,0,0.0000,3.75
0.000000,88.81,0,0.0000,3.75
0.000000,88.98,0,0.0000,3.75
0.000000,89.14,0,0.0000,3.75
0.000000,89.31,0,0.0000,3.75
0.000000,89.48,0,0.0000,3.75
0.000000,89.64,0,0.0000,3.75
0.000000,89.81,0,0.0000,3.75
0.000000,89.98,0,0.0000,3.75
0.000000,90.14,0,0.0000,3.75
0.000000,90.31,0,0.0000,3.75
0.000000,90.47,0,0.0000,3.75
0.000000,90.64,0,0.0000,3.75
0.000000,90.80,0,0.0000,3.75
0.000000,90.97,0,0.0000,3.75
0.000000,91.13,0,0.0000,3.75
0.000000,91.30,0,0.0000,3.75
0.000000,91.46,0,0.0000,3.75
0.000000,91.63,0,0.0000,3.75
0.000000,91.79,0,0.0000,3.75
0.000000,91.96,0,0.0000,3.75
0.000000,92.12,0,0.0000,3.75
0.000000,92.28,0,0.0000,3.75
0.000000,92.45,0,0.0000,3.75
0.000000,92.61,0,0.0000,3.75
0.000000,92.77,0,0.0000,3.75
0.000000,92.94,0,0.0000,3.75
0.000000,93.10,0,0.0000,3.75
0.000000,93.26,0,0.0000,3.75
0.000000,93.43,0,0.0000,3.75
0.000000,93.59,0,0.0000,3.75
0.000000,93.75,0,0.0000,3.75
0.000000,93.92,0,0.0000,3.75
0.000000,94.08,0,0.0000,3.75
0.000000,94.24,0,0.0000,3.75
0.000000,94.40,0,0.0000,3.75
0.000000,94.56,0,0.0000,3.75
0.000000,94.73,0,0.0000,3.75
0.000000,94.89,0,0.0000,3.75
0.000000,95.05,0,0.0000,3.75
0.000000,95.21,0,0.0000,3.75
0.000000,95.37,0,0.0000,3.75
0.000000,95.53,0,0.0000,3.75
0.000000,95.69,0,0.0000,3.75
0.000000,95.86,0,0.0000,3.75
0.000000,96.02,0,0.0000,3.75
0.000000,96.18,0,0.0000,3.75
0.000000,96.34,0,0.0000,3.75
0.000000,96.50,0,0.0000,3.75
0.000000,96.66,0,0.0000,3.75
0.000000,96.82,0,0.0000,3.75
0.000000,96.98,0,0.0000,3.75
0.000000,97.14,0,0.0000,3.75
0.000000,97.30,0,0.0000,3.75
0.000000,97.46,0,0.0000,3.75
0.000000,97.62,0,0.0000,3.75
0.000000,97.78,0,0.0000,3.75
0.000000,97.94,0,0.0000,3.75
0.000000,98.09,0,0.0000,3.75
0.000000,98.25,0,0.0000,3.75
0.000000,98.41,0,0.0000,3.75
0.000000,98.57,0,0.0000,3.75
0.000000,98.73,0,0.0000,3.75
0.000000,98.89,0,0.0000,3.75
0.000000,99.05,0,0.0000,3.75
0.000000,99.20,0,0.0000,3.75
0.000000,99.36,0,0.0000,3.75
0.000000,99.52,0,0.0000,3.75
0.000000,99.68,0,0.0000,3.75
0.000000,99.83,0,0.0000,3.75
0.000000,99.99,0,0.0000,3.75
0.000000,100.15,0,0.0000,3.75
0.000000,100.30,0,0.0000,3.75
0.000000,100.46,0,0.0000,3.75
0.000000,100.62,0,0.0000,3.75
0.000000,100.77,0,0.0000,3.75
0.000000,100.93,0,0.0000,3.75
0.000000,101.09,0,0.0000,3.75
0.000000,101.24,0,0.0000,3.75
0.000000,101.40,0,0.0000,3.75
0.000000,101.56,0,0.0000,3.75
0.000000,101.71,0,0.0000,3.75
0.000000,101.87,0,0.0000,3.75
0.000000,102.02,0,0.0000,3.75
0.000000,102.18,0,0.0000,3.75
0.000000,102.33,0,0.0000,3.75
0.000000,102.49,0,0.0000,3.75
0.000000,102.64,0,0.0000,3.75
0.000000,102.80,0,0.0000,3.75
0.000000,102.95,0,0.0000,3.75
0.000000,103.11,0,0.0000,3.75
0.000000,103.26,0,0.0000,3.75
0.000000,103.41,0,0.0000,3.75
0.000000,103.57,0,0.0000,3.75
0.000000,103.72,0,0.0000,3.75
0.000000,103.88,0,0.0000,3.75
0.000000,104.03,0,0.0000,3.75
0.000000,104.18,0,0.0000,3.75
0.000000,104.34,0,0.0000,3.75
0.000000,104.49,0,0.0000,3.75
0.000000,104.64,0,0.0000,3.75
0.000000,104.79,0,0.0000,3.75
0.000000,104.95,0,0.0000,3.75
0.000000,105.10,0,0.0000,3.75
0.000000,105.25,0,0.0000,3.75
0.000000,105.40,0,0.0000,3.75
0.000000,105.56,0,0.0000,3.75
0.000000,105.71,0,0.0000,3.75
0.000000,105.86,0,0.0000,3.75
0.000000,106.01,0,0.0000,3.75
0.000000,106.16,0,0.0000,3.75
0.000000,106.31,0,0.0000,3.75
0.000000,106.46,0,0.0000,3.75
0.000000,106.62,0,0.0000,3.75
0.000000,106.77,0,0.0000,3.75
0.000000,106.92,0,0.0000,3.75
0.000000,107.07,0,0.0000,3.75
0.000000,107.22,0,0.0000,3.75
0.000000,107.37,0,0.0000,3.75
0.000000,107.52,0,0.0000,3.75
0.000000,107.67,0,0.0000,3.75
0.000000,107.82,0,0.0000,3.75
0.000000,107.97,0,0.0000,3.75
0.000000,108.12,0,0.0000,3.75
0.000000,108.27,0,0.0000,3.75
0.000000,108.41,0,0.0000,3.75
0.000000,108.56,0,0.0000,3.75
0.000000,108.71,0,0.0000,3.75
0.000000,108.86,0,0.0000,3.75
0.000000,109.01,0,0.0000,3.75
0.000000,109.16,0,0.0000,3.75
0.000000,109.31,0,0.0000,3.75
0.000000,109.45,0,0.0000,3.75
0.000000,109.60,0,0.0000,3.75
0.000000,109.75,0,0.0000,3.75
0.000000,109.90,0,0.0000,3.75
0.000000,110.05,0,0.0000,3.75
0.000000,110.19,0,0.0000,3.75
0.000000,110.34,0,0.0000,3.75
0.000000,110.49,0,0.0000,3.75
0.000000,110.63,0,0.0000,3.75
0.000000,110.78,0,0.0000,3.75
0.000000,110.93,0,0.0000,3.75
0.000000,111.07,0,0.0000,3.75
0.000000,111.22,0,0.0000,3.75
0.000000,111.37,0,0.0000,3.75
0.000000,111.51,0,0.0000,3.75
0.000000,111.66,0,0.0000,3.75
0.000000,111.80,0,0.0000,3.75
0.000000,111.95,0,0.0000,3.75
0.000000,112.09,0,0.0000,3.75
0.000000,112.24,0,0.0000,3.75
0.000000,112.38,0,0.0000,3.75
0.000000,112.53,0,0.0000,3.75
0.000000,112.67,0,0.0000,3.75
0.000000,112.82,0,0.0000,3.75
0.000000,112.96,0,0.0000,3.75
0.000000,113.11,0,0.0000,3.75
0.000000,113.25,0,0.0000,3.75
0.000000,113.39,0,0.0000,3.75
0.000000,113.54,0,0.0000,3.75
0.000000,113.68,0,0.0000,3.75
0.000000,113.83,0,0.0000,3.75
0.000000,113.97,0,0.0000,3.75
0.000000,114.11,0,0.0000,3.75
0.000000,114.25,0,0.0000,3.75
0.000000,114.40,0,0.0000,3.75
0.000000,114.54,0,0.0000,3.75
0.000000,114.68,0,0.0000,3.75
0.000000,114.82,0,0.0000,3.75
0.000000,114.97,0,0.0000,3.75
0.000000,115.11,0,0.0000,3.75
0.000000,115.25,0,0.0000,3.75
0.000000,115.39,0,0.0000,3.75
0.000000,115.53,0,0.0000,3.75
0.000000,115.68,0,0.0000,3.75
0.000000,115.82,0,0.0000,3.75
0.000000,115.96,0,0.0000,3.75
0.000000,116.10,0,0.0000,3.75
0.000000,116.24,0,0.0000,3.75
0.000000,116.38,0,0.0000,3.75
0.000000,116.52,0,0.0000,3.75
0.000000,116.66,0,0.0000,3.75
0.000000,116.80,0,0.0000,3.75
0.000000,116.94,0,0.0000,3.75
0.000000,117.08,0,0.0000,3.75
0.000000,117.22,0,0.0000,3.75
0.000000,117.36,0,0.0000,3.75
0.000000,117.50,0,0.0000,3.75
0.000000,117.64,0,0.0000,3.75
0.000000,117.78,0,0.0000,3.75
0.000000,117.92,0,0.0000,3.75
0.000000,118.05,0,0.0000,3.75
0.000000,118.19,0,0.0000,3.75
0.000000,118.33,0,0.0000,3.75
0.000000,118.47,0,0.0000,3.75
0.000000,118.61,0,0.0000,3.75
0.000000,118.75,0,0.0000,3.75
0.000000,118.88,0,0.0000,3.75
0.000000,119.02,0,0.0000,3.75
0.000000,119.16,0,0.0000,3.75
0.000000,119.30,0,0.0000,3.75
0.000000,119.43,0,0.0000,3.75
-0.000085,119.57,0,-0.0021,3.75
-0.000255,119.71,0,-0.0062,3.75
-0.000425,119.84,0,-0.0103,3.75
-0.000595,119.98,0,-0.0144,3.75
-0.000764,120.12,0,-0.0185,3.75
-0.000934,120.25,0,-0.0226,3.75
-0.001104,120.39,0,-0.0268,3.75
-0.001274,120.52,0,-0.0309,3.75
-0.001444,120.66,0,-0.0350,3.75
-0.001614,120.79,0,-0.0391,3.75
-0.001784,120.93,0,-0.0432,3.75
-0.001954,121.07,0,-0.0473,3.75
-0.002124,121.20,0,-0.0514,3.75
