# C-50 generada por tools/make_carretera.py (Norma 3.1-IC)
# Vp=50 km/h, R_min norma=84 m, ~25 km (~30 min a Vp)
# kappa_1_per_m, elev_m, piano, peralte_rad, semiancho_m
0.001794,27.48,0,0.0271,3.25
0.001758,27.75,0,0.0269,3.25
0.001723,28.02,0,0.0266,3.25
0.001693,28.30,0,0.0264,3.25
0.001659,28.57,0,0.0261,3.25
0.001626,28.84,0,0.0258,3.25
0.001598,29.11,0,0.0256,3.25
0.001566,29.38,0,0.0254,3.25
0.001539,29.65,0,0.0251,3.25
0.001508,29.93,0,0.0249,3.25
0.001482,30.20,0,0.0247,3.25
0.001452,30.47,0,0.0244,3.25
0.001427,30.74,0,0.0242,3.25
0.001402,31.01,0,0.0240,3.25
0.001375,31.28,0,0.0238,3.25
0.001351,31.55,0,0.0235,3.25
0.001327,31.82,0,0.0233,3.25
0.001304,32.09,0,0.0231,3.25
0.001278,32.36,0,0.0229,3.25
0.001256,32.63,0,0.0227,3.25
0.001235,32.90,0,0.0225,3.25
0.001213,33.17,0,0.0223,3.25
0.001192,33.44,0,0.0221,3.25
0.001172,33.71,0,0.0219,3.25
0.001152,33.98,0,0.0217,3.25
0.001129,34.25,0,0.0215,3.25
0.001110,34.52,0,0.0213,3.25
0.001091,34.78,0,0.0212,3.25
0.001072,35.05,0,0.0210,3.25
0.001056,35.32,0,0.0208,3.25
0.001038,35.59,0,0.0206,3.25
0.001020,35.86,0,0.0205,3.25
0.001003,36.12,0,0.0203,3.25
0.000986,36.39,0,0.0201,3.25
0.000969,36.66,0,0.0200,3.25
0.000952,36.92,0,0.0200,3.25
0.000936,37.19,0,0.0200,3.25
0.000923,37.46,0,0.0200,3.25
0.000907,37.72,0,0.0200,3.25
0.000891,37.99,0,0.0200,3.25
0.000876,38.26,0,0.0200,3.25
0.000863,38.52,0,0.0200,3.25
0.000849,38.79,0,0.0200,3.25
0.000834,39.05,0,0.0200,3.25
0.000820,39.32,0,0.0200,3.25
0.000808,39.58,0,0.0200,3.25
0.000794,39.85,0,0.0200,3.25
0.000780,40.11,0,0.0200,3.25
0.000769,40.38,0,0.0200,3.25
0.000756,40.64,0,0.0200,3.25
0.000745,40.90,0,0.0200,3.25
0.000732,41.17,0,0.0200,3.25
0.000719,41.43,0,0.0200,3.25
0.000709,41.69,0,0.0200,3.25
0.000696,41.96,0,0.0200,3.25
0.000686,42.22,0,0.0200,3.25
0.000674,42.48,0,0.0200,3.25
0.000664,42.75,0,0.0200,3.25
0.000652,43.01,0,0.0200,3.25
0.000643,43.27,0,0.0200,3.25
0.000631,43.53,0,0.0200,3.25
0.000622,43.79,0,0.0200,3.25
0.000611,44.05,0,0.0200,3.25
0.000601,44.32,0,0.0200,3.25
0.000591,44.58,0,0.0200,3.25
0.000582,44.84,0,0.0200,3.25
0.000573,45.10,0,0.0200,3.25
0.000562,45.36,0,0.0200,3.25
0.000554,45.62,0,0.0200,3.25
0.000543,45.88,0,0.0200,3.25
0.000535,46.14,0,0.0200,3.25
0.000526,46.40,0,0.0200,3.25
0.000517,46.65,0,0.0200,3.25
0.000508,46.91,0,0.0200,3.25
0.000499,47.17,0,0.0200,3.25
0.000491,47.43,0,0.0200,3.25
0.000483,47.69,0,0.0200,3.25
0.000473,47.95,0,0.0200,3.25
0.000465,48.20,0,0.0200,3.25
0.000458,48.46,0,0.0200,3.25
0.000449,48.72,0,0.0200,3.25
0.000441,48.97,0,0.0200,3.25
0.000433,49.23,0,0.0200,3.25
0.000424,49.49,0,0.0200,3.25
0.000417,49.74,0,0.0200,3.25
0.000408,50.00,0,0.0200,3.25
0.000401,50.25,0,0.0200,3.25
0.000394,50.51,0,0.0200,3.25
0.000386,50.76,0,0.0200,3.25
0.000378,51.02,0,0.0200,3.25
0.000371,51.27,0,0.0200,3.25
0.000364,51.53,0,0.0200,3.25
0.000355,51.78,0,0.0200,3.25
0.000348,52.04,0,0.0200,3.25
0.000341,52.29,0,0.0200,3.25
0.000333,52.54,0,0.0200,3.25
0.000326,52.79,0,0.0200,3.25
0.000319,53.05,0,0.0200,3.25
0.000311,53.30,0,0.0200,3.25
0.000304,53.55,0,0.0200,3.25
0.000298,53.80,0,0.0200,3.25
0.000290,54.06,0,0.0200,3.25
0.000283,54.31,0,0.0200,3.25
0.000276,54.56,0,0.0200,3.25
0.000268,54.81,0,0.0200,3.25
0.000262,55.06,0,0.0200,3.25
0.000255,55.31,0,0.0200,3.25
0.000247,55.56,0,0.0000,3.25
0.000240,55.81,0,0.0000,3.25
0.000234,56.06,0,0.0000,3.25
0.000226,56.31,0,0.0000,3.25
0.000219,56.56,0,0.0000,3.25
0.000213,56.80,0,0.0000,3.25
0.000205,57.05,0,0.0000,3.25
0.000198,57.30,0,0.0000,3.25
0.000192,57.55,0,0.0000,3.25
0.000184,57.79,0,0.0000,3.25
0.000177,58.04,0,0.0000,3.25
0.000171,58.29,0,0.0000,3.25
0.000163,58.53,0,0.0000,3.25
0.000156,58.78,0,0.0000,3.25
0.000148,59.03,0,0.0000,3.25
0.000141,59.27,0,0.0000,3.25
0.000135,59.52,0,0.0000,3.25
0.000127,59.76,0,0.0000,3.25
0.000120,60.01,0,0.0000,3.25
0.000112,60.25,0,0.0000,3.25
0.000105,60.50,0,0.0000,3.25
0.000097,60.74,0,0.0000,3.25
0.000090,60.98,0,0.0000,3.25
0.000082,61.23,0,0.0000,3.25
0.000075,61.47,0,0.0000,3.25
0.000067,61.71,0,0.0000,3.25
0.000060,61.95,0,0.0000,3.25
0.000052,62.20,0,0.0000,3.25
0.000044,62.44,0,0.0000,3.25
0.000036,62.68,0,0.0000,3.25
0.000029,62.92,0,0.0000,3.25
0.000020,63.16,0,0.0000,3.25
0.000013,63.40,0,0.0000,3.25
0.000004,63.64,0,0.0000,3.25
-0.000003,63.88,0,0.0000,3.25
-0.000012,64.12,0,0.0000,3.25
-0.000021,64.36,0,0.0000,3.25
-0.000029,64.60,0,0.0000,3.25
-0.000038,64.84,0,0.0000,3.25
-0.000047,65.07,0,0.0000,3.25
-0.000055,65.31,0,0.0000,3.25
-0.000064,65.55,0,0.0000,3.25
-0.000073,65.79,0,0.0000,3.25
-0.000082,66.02,0,0.0000,3.25
-0.000091,66.26,0,0.0000,3.25
-0.000101,66.50,0,0.0000,3.25
-0.000111,66.73,0,0.0000,3.25
-0.000119,66.97,0,0.0000,3.25
-0.000129,67.20,0,0.0000,3.25
-0.000140,67.44,0,0.0000,3.25
-0.000150,67.67,0,0.0000,3.25
-0.000160,67.91,0,0.0000,3.25
-0.000171,68.14,0,0.0000,3.25
-0.000182,68.38,0,0.0000,3.25
-0.000193,68.61,0,0.0000,3.25
-0.000202,68.84,0,0.0000,3.25
-0.000213,69.07,0,0.0000,3.25
-0.000225,69.31,0,0.0000,3.25
-0.000236,69.54,0,0.0000,3.25
-0.000248,69.77,0,0.0000,3.25
-0.000262,70.00,0,-0.0200,3.25
-0.000274,70.23,0,-0.0200,3.25
-0.000286,70.46,0,-0.0200,3.25
-0.000298,70.69,0,-0.0200,3.25
-0.000311,70.92,0,-0.0200,3.25
-0.000324,71.15,0,-0.0200,3.25
-0.000337,71.38,0,-0.0200,3.25
-0.000352,71.61,0,-0.0200,3.25
-0.000366,71.84,0,-0.0200,3.25
-0.000380,72.07,0,-0.0200,3.25
-0.000394,72.29,0,-0.0200,3.25
-0.000410,72.52,0,-0.0200,3.25
-0.000425,72.75,0,-0.0200,3.25
-0.000439,72.98,0,-0.0200,3.25
-0.000457,73.20,0,-0.0200,3.25
-0.000472,73.43,0,-0.0200,3.25
-0.000490,73.65,0,-0.0200,3.25
-0.000506,73.88,0,-0.0200,3.25
-0.000524,74.10,0,-0.0200,3.25
-0.000543,74.33,0,-0.0200,3.25
-0.000560,74.55,0,-0.0200,3.25
-0.000580,74.78,0,-0.0200,3.25
-0.000600,75.00,0,-0.0200,3.25
-0.000618,75.22,0,-0.0200,3.25
-0.000638,75.45,0,-0.0200,3.25
-0.000660,75.67,0,-0.0200,3.25
-0.000681,75.89,0,-0.0200,3.25
-0.000704,76.11,0,-0.0200,3.25
-0.000723,76.34,0,-0.0200,3.25
-0.000746,76.56,0,-0.0200,3.25
-0.000770,76.78,0,-0.0200,3.25
-0.000794,77.00,0,-0.0200,3.25
-0.000822,77.22,0,-0.0200,3.25
-0.000847,77.44,0,-0.0200,3.25
-0.000872,77.66,0,-0.0200,3.25
-0.000899,77.88,0,-0.0200,3.25
-0.000925,78.09,0,-0.0200,3.25
-0.000956,78.31,0,-0.0200,3.25
-0.000984,78.53,0,-0.0201,3.25
-0.001016,78.75,0,-0.0204,3.25
-0.001045,78.96,0,-0.0207,3.25
-0.001079,79.18,0,-0.0210,3.25
-0.001109,79.40,0,-0.0213,3.25
-0.001144,79.61,0,-0.0217,3.25
-0.001176,79.83,0,-0.0220,3.25
-0.001212,80.04,0,-0.0223,3.25
-0.001249,80.26,0,-0.0226,3.25
-0.001287,80.47,0,-0.0230,3.25
-0.001326,80.69,0,-0.0233,3.25
-0.001365,80.90,0,-0.0237,3.25
-0.001406,81.11,0,-0.0240,3.25
-0.001447,81.33,0,-0.0244,3.25
-0.001489,81.54,0,-0.0247,3.25
-0.001532,81.75,0,-0.0251,3.25
-0.001576,81.96,0,-0.0254,3.25
-0.001625,82.17,0,-0.0258,3.25
-0.001671,82.39,0,-0.0262,3.25
-0.001722,82.60,0,-0.0266,3.25
-0.001769,82.81,0,-0.0269,3.25
-0.001823,83.02,0,-0.0274,3.25
-0.001877,83.23,0,-0.0278,3.25
-0.001926,83.43,0,-0.0281,3.25
-0.001982,83.64,0,-0.0285,3.25
-0.002039,83.85,0,-0.0289,3.25
-0.002097,84.06,0,-0.0293,3.25
-0.002155,84.27,0,-0.0297,3.25
-0.002214,84.47,0,-0.0301,3.25
-0.002274,84.68,0,-0.0305,3.25
-0.002340,84.89,0,-0.0310,3.25
-0.002401,85.09,0,-0.0314,3.25
-0.002468,85.30,0,-0.0318,3.25
-0.002530,85.50,0,-0.0322,3.25
-0.002598,85.71,0,-0.0327,3.25
-0.002660,85.91,0,-0.0330,3.25
-0.002728,86.12,0,-0.0335,3.25
-0.002796,86.32,0,-0.0339,3.25
-0.002864,86.52,0,-0.0343,3.25
-0.002932,86.73,0,-0.0347,3.25
-0.002999,86.93,0,-0.0351,3.25
-0.003065,87.13,0,-0.0355,3.25
-0.003136,87.33,0,-0.0359,3.25
-0.003199,87.53,0,-0.0362,3.25
-0.003262,87.74,0,-0.0366,3.25
-0.003328,87.94,0,-0.0370,3.25
-0.003387,88.14,0,-0.0373,3.25
-0.003449,88.34,0,-0.0376,3.25
-0.003509,88.54,0,-0.0379,3.25
-0.003565,88.73,0,-0.0383,3.25
-0.003614,88.93,0,-0.0385,3.25
-0.003664,89.13,0,-0.0388,3.25
-0.003710,89.33,0,-0.0390,3.25
-0.003753,89.53,0,-0.0392,3.25
-0.003794,89.72,0,-0.0395,3.25
-0.003828,89.92,0,-0.0396,3.25
-0.003857,90.11,0,-0.0398,3.25
-0.003882,90.31,0,-0.0399,3.25
-0.003901,90.51,0,-0.0400,3.25
-0.003917,90.70,0,-0.0401,3.25
-0.003927,90.89,0,-0.0401,3.25
-0.003931,91.09,0,-0.0402,3.25
-0.003930,91.28,0,-0.0402,3.25
-0.003923,91.48,0,-0.0401,3.25
-0.003912,91.67,0,-0.0401,3.25
-0.003894,91.86,0,-0.0400,3.25
-0.003872,92.05,0,-0.0399,3.25
-0.003843,92.24,0,-0.0397,3.25
-0.003812,92.44,0,-0.0396,3.25
-0.003773,92.63,0,-0.0394,3.25
-0.003729,92.82,0,-0.0391,3.25
-0.003684,93.01,0,-0.0389,3.25
-0.003631,93.20,0,-0.0386,3.25
-0.003579,93.39,0,-0.0383,3.25
-0.003519,93.57,0,-0.0380,3.25
-0.003460,93.76,0,-0.0377,3.25
-0.003393,93.95,0,-0.0373,3.25
-0.003329,94.14,0,-0.0370,3.25
-0.003257,94.32,0,-0.0366,3.25
-0.003188,94.51,0,-0.0362,3.25
-0.003112,94.70,0,-0.0357,3.25
-0.003040,94.88,0,-0.0353,3.25
-0.002961,95.07,0,-0.0349,3.25
-0.002887,95.25,0,-0.0344,3.25
-0.002812,95.44,0,-0.0340,3.25
-0.002736,95.62,0,-0.0335,3.25
-0.002654,95.81,0,-0.0330,3.25
-0.002577,95.99,0,-0.0325,3.25
-0.002501,96.17,0,-0.0320,3.25
-0.002425,96.36,0,-0.0315,3.25
-0.002349,96.54,0,-0.0311,3.25
-0.002274,96.72,0,-0.0305,3.25
-0.002199,96.90,0,-0.0300,3.25
-0.002125,97.08,0,-0.0295,3.25
-0.002051,97.26,0,-0.0290,3.25
-0.001978,97.44,0,-0.0285,3.25
-0.001912,97.62,0,-0.0280,3.25
-0.001841,97.80,0,-0.0275,3.25
-0.001771,97.98,0,-0.0270,3.25
-0.001702,98.16,0,-0.0264,3.25
-0.001640,98.34,0,-0.0259,3.25
-0.001573,98.51,0,-0.0254,3.25
-0.001512,98.69,0,-0.0249,3.25
-0.001448,98.87,0,-0.0244,3.25
-0.001389,99.04,0,-0.0239,3.25
-0.001327,99.22,0,-0.0233,3.25
-0.001270,99.39,0,-0.0228,3.25
-0.001210,99.57,0,-0.0223,3.25
-0.001156,99.74,0,-0.0218,3.25
-0.001103,99.92,0,-0.0213,3.25
-0.001051,100.09,0,-0.0208,3.25
-0.000995,100.26,0,-0.0202,3.25
-0.000945,100.44,0,-0.0200,3.25
-0.000895,100.61,0,-0.0200,3.25
-0.000847,100.78,0,-0.0200,3.25
-0.000800,100.95,0,-0.0200,3.25
-0.000753,101.12,0,-0.0200,3.25
-0.000708,101.29,0,-0.0200,3.25
-0.000663,101.46,0,-0.0200,3.25
-0.000619,101.63,0,-0.0200,3.25
-0.000576,101.80,0,-0.0200,3.25
-0.000534,101.97,0,-0.0200,3.25
-0.000492,102.14,0,-0.0200,3.25
-0.000451,102.31,0,-0.0200,3.25
-0.000415,102.48,0,-0.0200,3.25
-0.000376,102.64,0,-0.0200,3.25
-0.000337,102.81,0,-0.0200,3.25
-0.000299,102.98,0,-0.0200,3.25
-0.000262,103.14,0,-0.0200,3.25
-0.000229,103.31,0,0.0000,3.25
-0.000193,103.47,0,0.0000,3.25
-0.000157,103.64,0,0.0000,3.25
-0.000125,103.80,0,0.0000,3.25
-0.000091,103.97,0,0.0000,3.25
-0.000057,104.13,0,0.0000,3.25
-0.000027,104.29,0,0.0000,3.25
0.000006,104.46,0,0.0000,3.25
0.000035,104.62,0,0.0000,3.25
0.000067,104.78,0,0.0000,3.25
0.000099,104.94,0,0.0000,3.25
0.000127,105.10,0,0.0000,3.25
0.000157,105.26,0,0.0000,3.25
0.000185,105.42,0,0.0000,3.25
0.000215,105.58,0,0.0000,3.25
0.000241,105.74,0,0.0000,3.25
0.000271,105.90,0,0.0200,3.25
0.000297,106.06,0,0.0200,3.25
0.000325,106.22,0,0.0200,3.25
0.000351,106.37,0,0.0200,3.25
0.000378,106.53,0,0.0200,3.25
0.000403,106.69,0,0.0200,3.25
0.000431,106.84,0,0.0200,3.25
0.000455,107.00,0,0.0200,3.25
0.000482,107.15,0,0.0200,3.25
0.000506,107.31,0,0.0200,3.25
0.000532,107.46,0,0.0200,3.25
0.000556,107.62,0,0.0200,3.25
0.000581,107.77,0,0.0200,3.25
0.000604,107.92,0,0.0200,3.25
0.000629,108.08,0,0.0200,3.25
0.000652,108.23,0,0.0200,3.25
0.000677,108.38,0,0.0200,3.25
0.000699,108.53,0,0.0200,3.25
0.000724,108.68,0,0.0200,3.25
0.000746,108.83,0,0.0200,3.25
0.000770,108.98,0,0.0200,3.25
0.000791,109.13,0,0.0200,3.25
0.000815,109.28,0,0.0200,3.25
0.000836,109.43,0,0.0200,3.25
0.000859,109.58,0,0.0200,3.25
0.000880,109.73,0,0.0200,3.25
0.000903,109.88,0,0.0200,3.25
0.000923,110.02,0,0.0200,3.25
0.000946,110.17,0,0.0200,3.25
0.000966,110.32,0,0.0200,3.25
0.000988,110.46,0,0.0201,3.25
0.001010,110.61,0,0.0204,3.25
0.001030,110.75,0,0.0206,3.25
0.001051,110.90,0,0.0208,3.25
0.001071,111.04,0,0.0210,3.25
0.001092,111.18,0,0.0212,3.25
0.001113,111.33,0,0.0214,3.25
0.001132,111.47,0,0.0216,3.25
0.001152,111.61,0,0.0217,3.25
0.001172,111.75,0,0.0219,3.25
0.001191,111.90,0,0.0221,3.25
0.001210,112.04,0,0.0223,3.25
0.001230,112.18,0,0.0225,3.25
0.001248,112.32,0,0.0226,3.25
0.001267,112.46,0,0.0228,3.25
0.001286,112.60,0,0.0230,3.25
0.001304,112.74,0,0.0231,3.25
0.001321,112.87,0,0.0233,3.25
0.001339,113.01,0,0.0234,3.25
0.001357,113.15,0,0.0236,3.25
0.001374,113.29,0,0.0237,3.25
0.001391,113.42,0,0.0239,3.25
0.001408,113.56,0,0.0240,3.25
0.001423,113.70,0,0.0242,3.25
0.001440,113.83,0,0.0243,3.25
0.001456,113.97,0,0.0244,3.25
0.001471,114.10,0,0.0246,3.25
0.001486,114.24,0,0.0247,3.25
0.001501,114.37,0,0.0248,3.25
0.001516,114.50,0,0.0249,3.25
0.001530,114.64,0,0.0251,3.25
0.001544,114.77,0,0.0252,3.25
0.001557,114.90,0,0.0253,3.25
0.001570,115.03,0,0.0254,3.25
0.001582,115.16,0,0.0255,3.25
0.001594,115.29,0,0.0256,3.25
0.001606,115.42,0,0.0257,3.25
0.001617,115.55,0,0.0258,3.25
0.001628,115.68,0,0.0258,3.25
0.001639,115.81,0,0.0259,3.25
0.001649,115.94,0,0.0260,3.25
0.001658,116.07,0,0.0261,3.25
0.001667,116.20,0,0.0262,3.25
0.001675,116.32,0,0.0262,3.25
0.001683,116.45,0,0.0263,3.25
0.001691,116.58,0,0.0263,3.25
0.001698,116.70,0,0.0264,3.25
0.001704,116.83,0,0.0264,3.25
0.001710,116.95,0,0.0265,3.25
0.001716,117.08,0,0.0265,3.25
0.001720,117.20,0,0.0266,3.25
0.001724,117.33,0,0.0266,3.25
0.001728,117.45,0,0.0266,3.25
0.001731,117.57,0,0.0267,3.25
0.001734,117.70,0,0.0267,3.25
0.001736,117.82,0,0.0267,3.25
0.001737,117.94,0,0.0267,3.25
0.001738,118.06,0,0.0267,3.25
0.001738,118.18,0,0.0267,3.25
0.001738,118.30,0,0.0267,3.25
0.001737,118.42,0,0.0267,3.25
0.001736,118.54,0,0.0267,3.25
0.001734,118.66,0,0.0267,3.25
0.001731,118.78,0,0.0267,3.25
0.001728,118.90,0,0.0266,3.25
0.001725,119.02,0,0.0266,3.25
0.001721,119.13,0,0.0266,3.25
0.001716,119.25,0,0.0265,3.25
0.001711,119.37,0,0.0265,3.25
0.001705,119.48,0,0.0265,3.25
0.001699,119.60,0,0.0264,3.25
0.001692,119.72,0,0.0264,3.25
0.001685,119.83,0,0.0263,3.25
0.001678,119.95,0,0.0262,3.25
0.001669,120.06,0,0.0262,3.25
0.001661,120.17,0,0.0261,3.25
0.001651,120.29,0,0.0260,3.25
0.001642,120.40,0,0.0260,3.25
0.001632,120.51,0,0.0259,3.25
0.001621,120.62,0,0.0258,3.25
0.001611,120.74,0,0.0257,3.25
0.001599,120.85,0,0.0256,3.25
0.001588,120.96,0,0.0255,3.25
0.001576,121.07,0,0.0254,3.25
0.001564,121.18,0,0.0253,3.25
0.001551,121.29,0,0.0252,3.25
0.001539,121.40,0,0.0251,3.25
0.001526,121.51,0,0.0250,3.25
0.001512,121.61,0,0.0249,3.25
0.001499,121.72,0,0.0248,3.25
0.001484,121.83,0,0.0247,3.25
0.001471,121.94,0,0.0246,3.25
0.001456,122.04,0,0.0244,3.25
0.001442,122.15,0,0.0243,3.25
0.001427,122.25,0,0.0242,3.25
0.001411,122.36,0,0.0241,3.25
0.001397,122.47,0,0.0239,3.25
0.001381,122.57,0,0.0238,3.25
0.001366,122.67,0,0.0237,3.25
0.001350,122.78,0,0.0235,3.25
0.001335,122.88,0,0.0234,3.25
0.001319,122.98,0,0.0233,3.25
0.001303,123.09,0,0.0231,3.25
0.001288,123.19,0,0.0230,3.25
0.001271,123.29,0,0.0228,3.25
0.001256,123.39,0,0.0227,3.25
0.001240,123.49,0,0.0226,3.25
0.001224,123.59,0,0.0224,3.25
0.001208,123.69,0,0.0223,3.25
0.001191,123.79,0,0.0221,3.25
0.001176,123.89,0,0.0220,3.25
0.001160,123.99,0,0.0218,3.25
0.001145,124.09,0,0.0217,3.25
0.001129,124.19,0,0.0215,3.25
0.001114,124.28,0,0.0214,3.25
0.001098,124.38,0,0.0212,3.25
0.001081,124.48,0,0.0211,3.25
0.001067,124.57,0,0.0209,3.25
0.001051,124.67,0,0.0208,3.25
0.001037,124.77,0,0.0206,3.25
0.001021,124.86,0,0.0205,3.25
0.001007,124.96,0,0.0203,3.25
0.000992,125.05,0,0.0202,3.25
0.000978,125.14,0,0.0200,3.25
0.000963,125.24,0,0.0200,3.25
0.000948,125.33,0,0.0200,3.25
0.000935,125.42,0,0.0200,3.25
0.000920,125.52,0,0.0200,3.25
0.000907,125.61,0,0.0200,3.25
0.000893,125.70,0,0.0200,3.25
0.000881,125.79,0,0.0200,3.25
0.000867,125.88,0,0.0200,3.25
0.000855,125.97,0,0.0200,3.25
0.000842,126.06,0,0.0200,3.25
0.000830,126.15,0,0.0200,3.25
0.000818,126.24,0,0.0200,3.25
0.000805,126.33,0,0.0200,3.25
0.000794,126.42,0,0.0200,3.25
0.000782,126.51,0,0.0200,3.25
0.000772,126.59,0,0.0200,3.25
0.000760,126.68,0,0.0200,3.25
0.000750,126.77,0,0.0200,3.25
0.000740,126.85,0,0.0200,3.25
0.000730,126.94,0,0.0200,3.25
0.000720,127.02,0,0.0200,3.25
0.000711,127.11,0,0.0200,3.25
0.000701,127.19,0,0.0200,3.25
0.000693,127.28,0,0.0200,3.25
0.000684,127.36,0,0.0200,3.25
0.000676,127.45,0,0.0200,3.25
0.000667,127.53,0,0.0200,3.25
0.000660,127.61,0,0.0200,3.25
0.000652,127.69,0,0.0200,3.25
0.000645,127.78,0,0.0200,3.25
0.000638,127.86,0,0.0200,3.25
0.000631,127.94,0,0.0200,3.25
0.000625,128.02,0,0.0200,3.25
0.000619,128.10,0,0.0200,3.25
0.000614,128.18,0,0.0200,3.25
0.000608,128.26,0,0.0200,3.25
0.000603,128.34,0,0.0200,3.25
0.000598,128.42,0,0.0200,3.25
0.000594,128.50,0,0.0200,3.25
0.000590,128.57,0,0.0200,3.25
0.000586,128.65,0,0.0200,3.25
0.000582,128.73,0,0.0200,3.25
0.000579,128.81,0,0.0200,3.25
0.000576,128.88,0,0.0200,3.25
0.000574,128.96,0,0.0200,3.25
0.000571,129.04,0,0.0200,3.25
0.000570,129.11,0,0.0200,3.25
0.000568,129.19,0,0.0200,3.25
0.000566,129.26,0,0.0200,3.25
0.000565,129.34,0,0.0200,3.25
0.000565,129.41,0,0.0200,3.25
0.000564,129.48,0,0.0200,3.25
0.000564,129.56,0,0.0200,3.25
0.000564,129.63,0,0.0200,3.25
0.000564,129.70,0,0.0200,3.25
0.000565,129.77,0,0.0200,3.25
0.000566,129.84,0,0.0200,3.25
0.000567,129.92,0,0.0200,3.25
0.000568,129.99,0,0.0200,3.25
0.000570,130.06,0,0.0200,3.25
0.000572,130.13,0,0.0200,3.25
0.000574,130.20,0,0.0200,3.25
0.000577,130.27,0,0.0200,3.25
0.000580,130.34,0,0.0200,3.25
0.000583,130.40,0,0.0200,3.25
0.000586,130.47,0,0.0200,3.25
0.000590,130.54,0,0.0200,3.25
0.000593,130.61,0,0.0200,3.25
