# CARRETERA generada por tools/make_carretera.py
# Norma 3.1-IC: C-50 (montana), C-90 (puerto), A-120 (variante)
# kappa_1_per_m, elev_m, piano, peralte_rad, semiancho_m
0.000514,15.67,0,0.0373,4.75
0.000529,15.80,0,0.0384,4.75
0.000544,15.93,0,0.0395,4.75
0.000559,16.06,0,0.0405,4.75
0.000574,16.19,0,0.0416,4.75
0.000589,16.31,0,0.0427,4.75
0.000604,16.44,0,0.0438,4.75
0.000619,16.56,0,0.0449,4.75
0.000634,16.69,0,0.0459,4.75
0.000649,16.81,0,0.0470,4.75
0.000664,16.94,0,0.0481,4.75
0.000678,17.06,0,0.0492,4.75
0.000693,17.18,0,0.0503,4.75
0.000708,17.31,0,0.0514,4.75
0.000723,17.43,0,0.0524,4.75
0.000738,17.55,0,0.0535,4.75
0.000753,17.67,0,0.0546,4.75
0.000768,17.79,0,0.0557,4.75
0.000783,17.91,0,0.0568,4.75
0.000798,18.03,0,0.0578,4.75
0.000813,18.14,0,0.0589,4.75
0.000828,18.26,0,0.0600,4.75
0.000828,18.38,0,0.0600,4.75
0.000813,18.49,0,0.0589,4.75
0.000798,18.61,0,0.0578,4.75
0.000783,18.72,0,0.0568,4.75
0.000768,18.84,0,0.0557,4.75
0.000753,18.95,0,0.0546,4.75
0.000738,19.07,0,0.0535,4.75
0.000723,19.18,0,0.0524,4.75
0.000708,19.29,0,0.0514,4.75
0.000693,19.40,0,0.0503,4.75
0.000678,19.51,0,0.0492,4.75
0.000664,19.62,0,0.0481,4.75
0.000649,19.73,0,0.0470,4.75
0.000634,19.84,0,0.0459,4.75
0.000619,19.95,0,0.0449,4.75
0.000604,20.06,0,0.0438,4.75
0.000589,20.16,0,0.0427,4.75
0.000574,20.27,0,0.0416,4.75
0.000559,20.38,0,0.0405,4.75
0.000544,20.48,0,0.0395,4.75
0.000529,20.58,0,0.0384,4.75
0.000514,20.69,0,0.0373,4.75
0.000500,20.79,0,0.0362,4.75
0.000485,20.89,0,0.0351,4.75
0.000470,21.00,0,0.0341,4.75
0.000455,21.10,0,0.0330,4.75
0.000440,21.20,0,0.0319,4.75
0.000425,21.30,0,0.0308,4.75
0.000410,21.40,0,0.0297,4.75
0.000395,21.50,0,0.0287,4.75
0.000380,21.59,0,0.0276,4.75
0.000365,21.69,0,0.0265,4.75
0.000350,21.79,0,0.0254,4.75
0.000335,21.88,0,0.0243,4.75
0.000321,21.98,0,0.0232,4.75
0.000306,22.07,0,0.0222,4.75
0.000291,22.17,0,0.0211,4.75
0.000276,22.26,0,0.0200,4.75
0.000261,22.35,0,0.0189,4.75
0.000246,22.45,0,0.0178,4.75
0.000231,22.54,0,0.0168,4.75
0.000216,22.63,0,0.0157,4.75
0.000201,22.72,0,0.0146,4.75
0.000186,22.81,0,0.0135,4.75
0.000171,22.90,0,0.0124,4.75
0.000157,22.99,0,0.0114,4.75
0.000142,23.07,0,0.0103,4.75
0.000127,23.16,0,0.0092,4.75
0.000112,23.25,0,0.0081,4.75
0.000097,23.33,0,0.0070,4.75
0.000082,23.42,0,0.0059,4.75
0.000067,23.50,0,0.0049,4.75
0.000052,23.58,0,0.0038,4.75
0.000037,23.67,0,0.0027,4.75
0.000022,23.75,0,0.0016,4.75
0.000007,23.83,0,0.0005,4.75
0.000000,23.91,0,0.0000,4.75
0.000000,23.99,0,0.0000,4.75
0.000000,24.07,0,0.0000,4.75
0.000000,24.15,0,0.0000,4.75
0.000000,24.23,0,0.0000,4.75
0.000000,24.31,0,0.0000,4.75
0.000000,24.38,0,0.0000,4.75
0.000000,24.46,0,0.0000,4.75
0.000000,24.54,0,0.0000,4.75
0.000000,24.61,0,0.0000,4.75
0.000000,24.69,0,0.0000,4.75
0.000000,24.76,0,0.0000,4.75
0.000000,24.83,0,0.0000,4.75
0.000000,24.90,0,0.0000,4.75
0.000000,24.98,0,0.0000,4.75
0.000000,25.05,0,0.0000,4.75
0.000000,25.12,0,0.0000,4.75
0.000000,25.19,0,0.0000,4.75
0.000000,25.26,0,0.0000,4.75
0.000000,25.33,0,0.0000,4.75
0.000000,25.39,0,0.0000,4.75
0.000000,25.46,0,0.0000,4.75
0.000000,25.53,0,0.0000,4.75
0.000000,25.59,0,0.0000,4.75
0.000000,25.66,0,0.0000,4.75
0.000000,25.72,0,0.0000,4.75
0.000000,25.79,0,0.0000,4.75
0.000000,25.85,0,0.0000,4.75
0.000000,25.91,0,0.0000,4.75
0.000000,25.98,0,0.0000,4.75
0.000000,26.04,0,0.0000,4.75
0.000000,26.10,0,0.0000,4.75
0.000000,26.16,0,0.0000,4.75
0.000000,26.22,0,0.0000,4.75
0.000000,26.28,0,0.0000,4.75
0.000000,26.34,0,0.0000,4.75
0.000000,26.39,0,0.0000,4.75
0.000000,26.45,0,0.0000,4.75
0.000000,26.51,0,0.0000,4.75
0.000000,26.56,0,0.0000,4.75
0.000000,26.62,0,0.0000,4.75
0.000000,26.67,0,0.0000,4.75
0.000000,26.73,0,0.0000,4.75
0.000000,26.78,0,0.0000,4.75
0.000000,26.83,0,0.0000,4.75
0.000000,26.88,0,0.0000,4.75
0.000000,26.94,0,0.0000,4.75
0.000000,26.99,0,0.0000,4.75
0.000000,27.04,0,0.0000,4.75
0.000000,27.09,0,0.0000,4.75
0.000000,27.14,0,0.0000,4.75
0.000000,27.18,0,0.0000,4.75
0.000000,27.23,0,0.0000,4.75
0.000000,27.28,0,0.0000,4.75
0.000000,27.33,0,0.0000,4.75
0.000000,27.37,0,0.0000,4.75
0.000000,27.42,0,0.0000,4.75
0.000000,27.46,0,0.0000,4.75
0.000000,27.51,0,0.0000,4.75
0.000000,27.55,0,0.0000,4.75
0.000000,27.59,0,0.0000,4.75
0.000000,27.64,0,0.0000,4.75
0.000000,27.68,0,0.0000,4.75
0.000000,27.72,0,0.0000,4.75
0.000000,27.76,0,0.0000,4.75
0.000000,27.80,0,0.0000,4.75
0.000000,27.84,0,0.0000,4.75
0.000000,27.88,0,0.0000,4.75
0.000000,27.92,0,0.0000,4.75
0.000000,27.96,0,0.0000,4.75
0.000000,27.99,0,0.0000,4.75
0.000000,28.03,0,0.0000,4.75
0.000000,28.07,0,0.0000,4.75
0.000000,28.10,0,0.0000,4.75
0.000000,28.14,0,0.0000,4.75
0.000000,28.17,0,0.0000,4.75
0.000000,28.21,0,0.0000,4.75
0.000000,28.24,0,0.0000,4.75
0.000000,28.27,0,0.0000,4.75
0.000000,28.31,0,0.0000,4.75
0.000000,28.34,0,0.0000,4.75
0.000000,28.37,0,0.0000,4.75
0.000000,28.40,0,0.0000,4.75
0.000000,28.43,0,0.0000,4.75
0.000000,28.46,0,0.0000,4.75
0.000000,28.49,0,0.0000,4.75
0.000000,28.52,0,0.0000,4.75
0.000000,28.55,0,0.0000,4.75
0.000000,28.57,0,0.0000,4.75
0.000000,28.60,0,0.0000,4.75
0.000000,28.63,0,0.0000,4.75
0.000000,28.65,0,0.0000,4.75
0.000000,28.68,0,0.0000,4.75
0.000000,28.70,0,0.0000,4.75
0.000000,28.73,0,0.0000,4.75
0.000000,28.75,0,0.0000,4.75
0.000000,28.78,0,0.0000,4.75
0.000000,28.80,0,0.0000,4.75
0.000000,28.82,0,0.0000,4.75
0.000000,28.84,0,0.0000,4.75
0.000000,28.87,0,0.0000,4.75
0.000000,28.89,0,0.0000,4.75
0.000000,28.91,0,0.0000,4.75
0.000000,28.93,0,0.0000,4.75
0.000000,28.95,0,0.0000,4.75
0.000000,28.97,0,0.0000,4.75
0.000000,28.98,0,0.0000,4.75
0.000000,29.00,0,0.0000,4.75
0.000000,29.02,0,0.0000,4.75
0.000000,29.04,0,0.0000,4.75
0.000000,29.05,0,0.0000,4.75
0.000000,29.07,0,0.0000,4.75
0.000000,29.09,0,0.0000,4.75
0.000000,29.10,0,0.0000,4.75
0.000000,29.12,0,0.0000,4.75
0.000000,29.13,0,0.0000,4.75
0.000000,29.15,0,0.0000,4.75
0.000000,29.16,0,0.0000,4.75
0.000000,29.17,0,0.0000,4.75
0.000000,29.19,0,0.0000,4.75
0.000000,29.20,0,0.0000,4.75
0.000005,29.21,0,0.0003,4.75
0.000014,29.22,0,0.0010,4.75
0.000023,29.23,0,0.0017,4.75
0.000032,29.24,0,0.0023,4.75
0.000041,29.25,0,0.0030,4.75
0.000050,29.26,0,0.0037,4.75
0.000059,29.27,0,0.0043,4.75
0.000068,29.28,0,0.0050,4.75
0.000078,29.29,0,0.0057,4.75
0.000087,29.30,0,0.0063,4.75
0.000096,29.30,0,0.0070,4.75
0.000105,29.31,0,0.0077,4.75
0.000114,29.32,0,0.0083,4.75
0.000123,29.32,0,0.0090,4.75
0.000132,29.33,0,0.0096,4.75
0.000142,29.34,0,0.0103,4.75
0.000151,29.34,0,0.0110,4.75
0.000160,29.35,0,0.0116,4.75
0.000169,29.35,0,0.0123,4.75
0.000178,29.35,0,0.0130,4.75
0.000187,29.36,0,0.0136,4.75
0.000196,29.36,0,0.0143,4.75
0.000205,29.36,0,0.0150,4.75
0.000215,29.36,0,0.0156,4.75
0.000224,29.37,0,0.0163,4.75
0.000233,29.37,0,0.0170,4.75
0.000242,29.37,0,0.0176,4.75
0.000251,29.37,0,0.0183,4.75
0.000260,29.37,0,0.0190,4.75
0.000269,29.37,0,0.0196,4.75
0.000279,29.37,0,0.0203,4.75
0.000288,29.37,0,0.0210,4.75
0.000297,29.37,0,0.0216,4.75
0.000306,29.37,0,0.0223,4.75
0.000315,29.37,0,0.0230,4.75
0.000324,29.36,0,0.0236,4.75
0.000333,29.36,0,0.0243,4.75
0.000342,29.36,0,0.0249,4.75
0.000352,29.36,0,0.0256,4.75
0.000361,29.35,0,0.0263,4.75
0.000370,29.35,0,0.0269,4.75
0.000379,29.34,0,0.0276,4.75
0.000388,29.34,0,0.0283,4.75
0.000397,29.33,0,0.0289,4.75
0.000406,29.33,0,0.0296,4.75
0.000416,29.32,0,0.0303,4.75
0.000425,29.32,0,0.0309,4.75
0.000434,29.31,0,0.0316,4.75
0.000443,29.30,0,0.0323,4.75
0.000452,29.30,0,0.0329,4.75
0.000461,29.29,0,0.0336,4.75
0.000470,29.28,0,0.0343,4.75
0.000479,29.27,0,0.0349,4.75
0.000489,29.27,0,0.0356,4.75
0.000498,29.26,0,0.0363,4.75
0.000507,29.25,0,0.0369,4.75
0.000516,29.24,0,0.0376,4.75
0.000525,29.23,0,0.0383,4.75
0.000534,29.22,0,0.0389,4.75
0.000543,29.21,0,0.0396,4.75
0.000553,29.20,0,0.0403,4.75
0.000562,29.19,0,0.0409,4.75
0.000571,29.18,0,0.0416,4.75
0.000580,29.17,0,0.0422,4.75
0.000589,29.16,0,0.0429,4.75
0.000598,29.14,0,0.0436,4.75
0.000607,29.13,0,0.0442,4.75
0.000616,29.12,0,0.0449,4.75
0.000626,29.11,0,0.0456,4.75
0.000635,29.09,0,0.0462,4.75
0.000644,29.08,0,0.0469,4.75
0.000653,29.07,0,0.0476,4.75
0.000662,29.05,0,0.0482,4.75
0.000671,29.04,0,0.0489,4.75
0.000680,29.02,0,0.0496,4.75
0.000689,29.01,0,0.0502,4.75
0.000699,28.99,0,0.0509,4.75
0.000708,28.98,0,0.0516,4.75
0.000717,28.96,0,0.0522,4.75
0.000726,28.94,0,0.0529,4.75
0.000735,28.93,0,0.0536,4.75
0.000744,28.91,0,0.0542,4.75
0.000753,28.89,0,0.0549,4.75
0.000763,28.88,0,0.0556,4.75
0.000772,28.86,0,0.0562,4.75
0.000781,28.84,0,0.0569,4.75
0.000790,28.82,0,0.0576,4.75
0.000799,28.81,0,0.0582,4.75
0.000808,28.79,0,0.0589,4.75
0.000817,28.77,0,0.0595,4.75
0.000826,28.75,0,0.0602,4.75
0.000818,28.73,0,0.0605,4.75
0.000818,28.71,0,0.0605,4.75
0.000818,28.69,0,0.0605,4.75
0.000818,28.67,0,0.0605,4.75
0.000818,28.65,0,0.0605,4.75
0.000818,28.63,0,0.0605,4.75
0.000818,28.61,0,0.0605,4.75
0.000818,28.59,0,0.0605,4.75
0.000818,28.57,0,0.0605,4.75
0.000818,28.55,0,0.0605,4.75
0.000818,28.52,0,0.0605,4.75
0.000818,28.50,0,0.0605,4.75
0.000818,28.48,0,0.0605,4.75
0.000826,28.46,0,0.0602,4.75
0.000817,28.43,0,0.0595,4.75
0.000808,28.41,0,0.0589,4.75
0.000799,28.39,0,0.0582,4.75
0.000790,28.36,0,0.0576,4.75
0.000781,28.34,0,0.0569,4.75
0.000772,28.32,0,0.0562,4.75
0.000763,28.29,0,0.0556,4.75
0.000753,28.27,0,0.0549,4.75
0.000744,28.24,0,0.0542,4.75
0.000735,28.22,0,0.0536,4.75
0.000726,28.19,0,0.0529,4.75
0.000717,28.17,0,0.0522,4.75
0.000708,28.14,0,0.0516,4.75
0.000699,28.11,0,0.0509,4.75
0.000689,28.09,0,0.0502,4.75
0.000680,28.06,0,0.0496,4.75
0.000671,28.04,0,0.0489,4.75
0.000662,28.01,0,0.0482,4.75
0.000653,27.98,0,0.0476,4.75
0.000644,27.95,0,0.0469,4.75
0.000635,27.93,0,0.0462,4.75
0.000626,27.90,0,0.0456,4.75
0.000616,27.87,0,0.0449,4.75
0.000607,27.84,0,0.0442,4.75
0.000598,27.81,0,0.0436,4.75
0.000589,27.78,0,0.0429,4.75
0.000580,27.76,0,0.0422,4.75
0.000571,27.73,0,0.0416,4.75
0.000562,27.70,0,0.0409,4.75
0.000553,27.67,0,0.0403,4.75
0.000543,27.64,0,0.0396,4.75
0.000534,27.61,0,0.0389,4.75
0.000525,27.58,0,0.0383,4.75
0.000516,27.55,0,0.0376,4.75
0.000507,27.52,0,0.0369,4.75
0.000498,27.48,0,0.0363,4.75
0.000489,27.45,0,0.0356,4.75
0.000479,27.42,0,0.0349,4.75
0.000470,27.39,0,0.0343,4.75
0.000461,27.36,0,0.0336,4.75
0.000452,27.33,0,0.0329,4.75
0.000443,27.29,0,0.0323,4.75
0.000434,27.26,0,0.0316,4.75
0.000425,27.23,0,0.0309,4.75
0.000416,27.20,0,0.0303,4.75
0.000406,27.16,0,0.0296,4.75
0.000397,27.13,0,0.0289,4.75
0.000388,27.10,0,0.0283,4.75
0.000379,27.06,0,0.0276,4.75
0.000370,27.03,0,0.0269,4.75
0.000361,26.99,0,0.0263,4.75
0.000352,26.96,0,0.0256,4.75
0.000342,26.92,0,0.0249,4.75
0.000333,26.89,0,0.0243,4.75
0.000324,26.85,0,0.0236,4.75
0.000315,26.82,0,0.0230,4.75
0.000306,26.78,0,0.0223,4.75
0.000297,26.75,0,0.0216,4.75
0.000288,26.71,0,0.0210,4.75
0.000279,26.68,0,0.0203,4.75
0.000269,26.64,0,0.0196,4.75
0.000260,26.60,0,0.0190,4.75
0.000251,26.57,0,0.0183,4.75
0.000242,26.53,0,0.0176,4.75
0.000233,26.49,0,0.0170,4.75
0.000224,26.45,0,0.0163,4.75
0.000215,26.42,0,0.0156,4.75
0.000205,26.38,0,0.0150,4.75
0.000196,26.34,0,0.0143,4.75
0.000187,26.30,0,0.0136,4.75
0.000178,26.26,0,0.0130,4.75
0.000169,26.23,0,0.0123,4.75
0.000160,26.19,0,0.0116,4.75
0.000151,26.15,0,0.0110,4.75
0.000142,26.11,0,0.0103,4.75
0.000132,26.07,0,0.0096,4.75
0.000123,26.03,0,0.0090,4.75
0.000114,25.99,0,0.0083,4.75
0.000105,25.95,0,0.0077,4.75
0.000096,25.91,0,0.0070,4.75
0.000087,25.87,0,0.0063,4.75
0.000078,25.83,0,0.0057,4.75
0.000068,25.79,0,0.0050,4.75
0.000059,25.75,0,0.0043,4.75
0.000050,25.71,0,0.0037,4.75
0.000041,25.66,0,0.0030,4.75
0.000032,25.62,0,0.0023,4.75
0.000023,25.58,0,0.0017,4.75
0.000014,25.54,0,0.0010,4.75
0.000005,25.50,0,0.0003,4.75
0.000000,25.45,0,0.0000,4.75
0.000000,25.41,0,0.0000,4.75
0.000000,25.37,0,0.0000,4.75
0.000000,25.33,0,0.0000,4.75
0.000000,25.28,0,0.0000,4.75
0.000000,25.24,0,0.0000,4.75
0.000000,25.20,0,0.0000,4.75
0.000000,25.15,0,0.0000,4.75
0.000000,25.11,0,0.0000,4.75
0.000000,25.06,0,0.0000,4.75
0.000000,25.02,0,0.0000,4.75
0.000000,24.98,0,0.0000,4.75
0.000000,24.93,0,0.0000,4.75
0.000000,24.89,0,0.0000,4.75
0.000000,24.84,0,0.0000,4.75
0.000000,24.80,0,0.0000,4.75
0.000000,24.75,0,0.0000,4.75
0.000000,24.71,0,0.0000,4.75
0.000000,24.66,0,0.0000,4.75
0.000000,24.61,0,0.0000,4.75
0.000000,24.57,0,0.0000,4.75
0.000000,24.52,0,0.0000,4.75
0.000000,24.47,0,0.0000,4.75
0.000000,24.43,0,0.0000,4.75
0.000000,24.38,0,0.0000,4.75
0.000000,24.33,0,0.0000,4.75
0.000000,24.29,0,0.0000,4.75
0.000000,24.24,0,0.0000,4.75
0.000000,24.19,0,0.0000,4.75
0.000000,24.14,0,0.0000,4.75
0.000000,24.10,0,0.0000,4.75
0.000000,24.05,0,0.0000,4.75
0.000000,24.00,0,0.0000,4.75
0.000000,23.95,0,0.0000,4.75
0.000000,23.90,0,0.0000,4.75
0.000000,23.85,0,0.0000,4.75
0.000000,23.81,0,0.0000,4.75
0.000000,23.76,0,0.0000,4.75
0.000000,23.71,0,0.0000,4.75
0.000000,23.66,0,0.0000,4.75
0.000000,23.61,0,0.0000,4.75
0.000000,23.56,0,0.0000,4.75
0.000000,23.51,0,0.0000,4.75
0.000000,23.46,0,0.0000,4.75
0.000000,23.41,0,0.0000,4.75
0.000000,23.36,0,0.0000,4.75
0.000000,23.31,0,0.0000,4.75
0.000000,23.26,0,0.0000,4.75
0.000000,23.21,0,0.0000,4.75
0.000000,23.16,0,0.0000,4.75
0.000000,23.10,0,0.0000,4.75
0.000000,23.05,0,0.0000,4.75
0.000000,23.00,0,0.0000,4.72
0.000000,22.95,0,0.0000,4.69
0.000000,22.90,0,0.0000,4.66
0.000000,22.85,0,0.0000,4.63
0.000000,22.79,0,0.0000,4.60
0.000000,22.74,0,0.0000,4.57
0.000000,22.69,0,0.0000,4.54
0.000000,22.64,0,0.0000,4.51
0.000000,22.58,0,0.0000,4.48
0.000000,22.53,0,0.0000,4.45
0.000000,22.48,0,0.0000,4.42
0.000000,22.43,0,0.0000,4.39
0.000000,22.37,0,0.0000,4.36
0.000000,22.32,0,0.0000,4.33
0.000000,22.27,0,0.0000,4.30
0.000000,22.21,0,0.0000,4.27
0.000016,22.16,0,0.0005,4.23
0.000049,22.10,0,0.0016,4.20
0.000082,22.05,0,0.0027,4.17
0.000115,22.00,0,0.0037,4.14
0.000148,21.94,0,0.0048,4.11
0.000181,21.89,0,0.0059,4.08
0.000213,21.83,0,0.0070,4.05
0.000246,21.78,0,0.0080,4.02
0.000279,21.72,0,0.0091,3.99
0.000312,21.67,0,0.0102,3.96
0.000345,21.61,0,0.0112,3.93
0.000377,21.56,0,0.0123,3.90
0.000410,21.50,0,0.0134,3.87
0.000443,21.45,0,0.0144,3.84
0.000476,21.39,0,0.0155,3.81
0.000509,21.34,0,0.0166,3.78
0.000542,21.28,0,0.0177,3.75
0.000574,21.22,0,0.0187,3.75
0.000607,21.17,0,0.0198,3.75
0.000640,21.11,0,0.0209,3.75
0.000673,21.06,0,0.0219,3.75
0.000706,21.00,0,0.0230,3.75
0.000739,20.94,0,0.0241,3.75
0.000771,20.89,0,0.0252,3.75
0.000804,20.83,0,0.0262,3.75
0.000837,20.77,0,0.0273,3.75
0.000870,20.72,0,0.0284,3.75
0.000903,20.66,0,0.0294,3.75
0.000935,20.60,0,0.0305,3.75
0.000968,20.55,0,0.0316,3.75
0.001001,20.49,0,0.0326,3.75
0.001034,20.43,0,0.0337,3.75
0.001067,20.37,0,0.0348,3.75
0.001100,20.32,0,0.0359,3.75
0.001132,20.26,0,0.0369,3.75
0.001165,20.20,0,0.0380,3.75
0.001198,20.14,0,0.0391,3.75
0.001231,20.09,0,0.0401,3.75
0.001264,20.03,0,0.0412,3.75
0.001297,19.97,0,0.0423,3.75
0.001329,19.91,0,0.0433,3.75
0.001362,19.85,0,0.0444,3.75
0.001395,19.80,0,0.0455,3.75
0.001428,19.74,0,0.0466,3.75
0.001461,19.68,0,0.0476,3.75
0.001493,19.62,0,0.0487,3.75
0.001526,19.56,0,0.0498,3.75
0.001559,19.51,0,0.0508,3.75
0.001577,19.45,0,0.0514,3.75
0.001577,19.39,0,0.0514,3.75
0.001577,19.33,0,0.0514,3.75
0.001577,19.27,0,0.0514,3.75
0.001577,19.21,0,0.0514,3.75
0.001577,19.15,0,0.0514,3.75
0.001577,19.10,0,0.0514,3.75
0.001577,19.04,0,0.0514,3.75
0.001577,18.98,0,0.0514,3.75
0.001577,18.92,0,0.0514,3.75
0.001577,18.86,0,0.0514,3.75
0.001577,18.80,0,0.0514,3.75
0.001577,18.74,0,0.0514,3.75
0.001577,18.68,0,0.0514,3.75
0.001577,18.62,0,0.0514,3.75
0.001577,18.57,0,0.0514,3.75
0.001577,18.51,0,0.0514,3.75
0.001577,18.45,0,0.0514,3.75
0.001577,18.39,0,0.0514,3.75
0.001577,18.33,0,0.0514,3.75
0.001577,18.27,0,0.0514,3.75
0.001577,18.21,0,0.0514,3.75
0.001577,18.15,0,0.0514,3.75
0.001577,18.09,0,0.0514,3.75
0.001577,18.03,0,0.0514,3.75
0.001577,17.98,0,0.0514,3.75
0.001577,17.92,0,0.0514,3.75
0.001577,17.86,0,0.0514,3.75
0.001577,17.80,0,0.0514,3.75
0.001577,17.74,0,0.0514,3.75
0.001577,17.68,0,0.0514,3.75
0.001577,17.62,0,0.0514,3.75
0.001577,17.56,0,0.0514,3.75
0.001577,17.50,0,0.0514,3.75
0.001577,17.44,0,0.0514,3.75
0.001577,17.39,0,0.0514,3.75
0.001577,17.33,0,0.0514,3.75
0.001577,17.27,0,0.0514,3.75
0.001577,17.21,0,0.0514,3.75
0.001577,17.15,0,0.0514,3.75
0.001577,17.09,0,0.0514,3.75
0.001577,17.03,0,0.0514,3.75
0.001577,16.97,0,0.0514,3.75
0.001577,16.91,0,0.0514,3.75
0.001577,16.86,0,0.0514,3.75
0.001577,16.80,0,0.0514,3.75
0.001577,16.74,0,0.0514,3.75
0.001577,16.68,0,0.0514,3.75
0.001577,16.62,0,0.0514,3.75
0.001577,16.56,0,0.0514,3.75
0.001577,16.51,0,0.0514,3.75
0.001577,16.45,0,0.0514,3.75
0.001577,16.39,0,0.0514,3.75
0.001577,16.33,0,0.0514,3.75
0.001577,16.27,0,0.0514,3.75
0.001577,16.21,0,0.0514,3.75
0.001577,16.16,0,0.0514,3.75
0.001577,16.10,0,0.0514,3.75
0.001559,16.04,0,0.0508,3.75
0.001526,15.98,0,0.0498,3.75
0.001493,15.93,0,0.0487,3.75
0.001461,15.87,0,0.0476,3.75
0.001428,15.81,0,0.0466,3.75
0.001395,15.75,0,0.0455,3.75
0.001362,15.70,0,0.0444,3.75
0.001329,15.64,0,0.0433,3.75
0.001297,15.58,0,0.0423,3.75
0.001264,15.53,0,0.0412,3.75
0.001231,15.47,0,0.0401,3.75
0.001198,15.41,0,0.0391,3.75
0.001165,15.36,0,0.0380,3.75
0.001132,15.30,0,0.0369,3.75
0.001100,15.24,0,0.0359,3.75
0.001067,15.19,0,0.0348,3.75
0.001034,15.13,0,0.0337,3.75
