# Track con ALZADO de diseno (profile_editor):
# planta resuelta + rasantes y acuerdos parabolicos
# kappa_1pm,elev_m,kerb,peralte_rad (seg 4.0 m)
-0.000119,5.51,0,0.0000
-0.000129,5.58,0,0.0000
-0.000153,5.65,0,0.0000
-0.000158,5.73,0,0.0000
-0.000158,5.80,0,0.0000
-0.000168,5.88,0,0.0000
-0.000181,5.95,0,0.0000
-0.000182,6.03,0,0.0000
-0.000198,6.10,0,0.0000
-0.000163,6.17,0,0.0000
-0.000081,6.25,0,0.0000
0.000046,6.32,0,0.0000
0.000231,6.40,0,0.0000
0.000525,6.47,0,0.0000
0.000673,6.54,0,0.0000
0.000524,6.61,0,0.0000
0.000050,6.68,0,0.0046
-0.000865,6.74,0,0.0126
0.000077,6.81,0,0.0265
0.003583,6.88,0,0.0474
0.008551,6.94,1,0.0740
0.014538,7.00,1,0.1010
0.021487,7.06,1,0.1047
0.026644,7.12,1,0.1047
0.026108,7.18,1,0.1047
0.022961,7.24,1,0.1047
0.018206,7.29,1,0.1047
0.012722,7.35,1,0.0993
0.007628,7.40,1,0.0800
0.005877,7.45,1,0.0653
0.005799,7.51,1,0.0561
0.006805,7.56,1,0.0525
0.008217,7.60,1,0.0537
0.009068,7.65,1,0.0557
0.009138,7.70,1,0.0567
0.008750,7.74,1,0.0553
0.007962,7.79,1,0.0514
0.006769,7.83,1,0.0456
0.005414,7.87,1,0.0386
0.004319,7.91,1,0.0309
0.003238,7.95,0,0.0228
0.002172,7.99,0,0.0153
0.001037,8.02,0,0.0087
-0.000140,8.06,0,0.0000
-0.000763,8.09,0,0.0000
-0.001141,8.13,0,0.0000
-0.001271,8.16,0,-0.0052
-0.001101,8.19,0,-0.0048
-0.000608,8.22,0,0.0000
-0.000166,8.24,0,0.0000
0.000270,8.27,0,0.0000
0.000700,8.30,0,0.0053
0.001187,8.32,0,0.0083
0.001745,8.34,0,0.0110
0.002137,8.37,0,0.0133
0.002425,8.39,0,0.0148
0.002581,8.42,0,0.0155
0.002549,8.44,0,0.0151
0.002225,8.46,0,0.0138
0.001803,8.49,0,0.0117
0.001348,8.51,0,0.0089
0.000878,8.54,0,0.0057
0.000347,8.56,0,0.0000
-0.000227,8.58,0,0.0000
-0.000697,8.61,0,-0.0049
-0.001177,8.63,0,-0.0089
-0.001679,8.66,0,-0.0132
-0.002315,8.68,0,-0.0179
-0.003165,8.70,0,-0.0230
-0.003983,8.73,0,-0.0287
-0.004883,8.75,1,-0.0343
-0.005829,8.78,1,-0.0392
-0.006821,8.80,1,-0.0428
-0.007330,8.83,1,-0.0447
-0.007225,8.85,1,-0.0444
-0.006738,8.87,1,-0.0422
-0.005899,8.90,1,-0.0388
-0.004584,8.92,1,-0.0352
-0.003597,8.95,0,-0.0326
-0.003425,8.97,0,-0.0319
-0.003750,8.99,0,-0.0341
-0.004572,9.02,1,-0.0388
-0.006123,9.04,1,-0.0451
-0.008073,9.07,1,-0.0519
-0.009233,9.09,1,-0.0579
-0.009941,9.11,1,-0.0620
-0.010172,9.14,1,-0.0636
-0.009823,9.16,1,-0.0623
-0.008673,9.19,1,-0.0591
-0.007682,9.21,1,-0.0545
-0.006789,9.23,1,-0.0491
-0.006020,9.26,1,-0.0436
-0.005316,9.28,1,-0.0389
-0.004757,9.31,1,-0.0349
-0.004371,9.33,1,-0.0313
-0.003995,9.35,0,-0.0280
-0.003622,9.38,0,-0.0251
-0.003206,9.40,0,-0.0223
-0.002745,9.43,0,-0.0196
-0.002371,9.45,0,-0.0170
-0.002014,9.47,0,-0.0145
-0.001681,9.50,0,-0.0123
-0.001360,9.52,0,-0.0104
-0.001124,9.55,0,-0.0089
-0.000989,9.57,0,-0.0076
-0.000888,9.60,0,-0.0066
-0.000811,9.62,0,-0.0058
-0.000742,9.64,0,-0.0052
-0.000652,9.67,0,-0.0047
-0.000584,9.69,0,-0.0041
-0.000519,9.72,0,0.0000
-0.000455,9.74,0,0.0000
-0.000367,9.76,0,0.0000
-0.000289,9.79,0,0.0000
-0.000224,9.81,0,0.0000
-0.000153,9.84,0,0.0000
-0.000079,9.86,0,0.0000
-0.000009,9.88,0,0.0000
0.000076,9.91,0,0.0000
0.000144,9.93,0,0.0000
0.000208,9.96,0,0.0000
0.000273,9.98,0,0.0000
0.000367,10.00,0,0.0000
0.000423,10.03,0,0.0000
0.000455,10.05,0,0.0000
0.000443,10.08,0,0.0000
0.000382,10.10,0,0.0000
0.000263,10.12,0,0.0000
0.000077,10.15,0,0.0000
-0.000094,10.17,0,0.0000
-0.000263,10.20,0,0.0000
-0.000432,10.22,0,0.0000
-0.000656,10.24,0,-0.0042
-0.000848,10.27,0,-0.0047
-0.001001,10.29,0,0.0000
-0.000940,10.32,0,0.0000
-0.000556,10.34,0,0.0042
0.000544,10.37,0,0.0120
0.002438,10.39,0,0.0225
0.004582,10.41,1,0.0366
0.006947,10.44,1,0.0548
0.009469,10.46,1,0.0771
0.013178,10.49,1,0.1038
0.017632,10.51,1,0.1047
0.022835,10.53,1,0.1047
0.029145,10.56,1,0.1047
0.035548,10.58,1,0.1047
0.040324,10.61,1,0.1047
0.042256,10.63,1,0.1047
0.040969,10.65,1,0.1047
0.038572,10.68,1,0.1047
0.036094,10.70,1,0.1047
0.034343,10.73,1,0.1047
0.032184,10.75,1,0.1047
0.028733,10.77,1,0.1047
0.023576,10.80,1,0.1047
0.017100,10.82,1,0.1047
0.009551,10.85,1,0.0845
0.003743,10.87,0,0.0560
0.001417,10.89,0,0.0327
0.000395,10.92,0,0.0158
0.000236,10.94,0,0.0064
0.000223,10.97,0,0.0000
0.000217,10.99,0,0.0000
0.000218,11.01,0,0.0000
0.000214,11.04,0,0.0000
0.000206,11.06,0,0.0000
0.000209,11.09,0,0.0000
0.000206,11.11,0,0.0000
0.000187,11.14,0,0.0000
0.000136,11.16,0,0.0000
0.000044,11.18,0,0.0000
-0.000144,11.21,0,0.0000
-0.000419,11.23,0,-0.0045
-0.000706,11.26,0,-0.0091
-0.001229,11.28,0,-0.0176
-0.002189,11.30,0,-0.0302
-0.004476,11.33,1,-0.0475
-0.008390,11.35,1,-0.0695
-0.012820,11.38,1,-0.0989
-0.017686,11.40,1,-0.1047
-0.022695,11.42,1,-0.1047
-0.030636,11.45,1,-0.1047
-0.041675,11.47,1,-0.1047
-0.052747,11.50,1,-0.1047
-0.059790,11.52,1,-0.1047
-0.062434,11.54,1,-0.1047
-0.058642,11.57,1,-0.1047
-0.048601,11.59,1,-0.1047
-0.035032,11.62,1,-0.1047
-0.024848,11.64,1,-0.1047
-0.018976,11.66,1,-0.1047
-0.016606,11.69,1,-0.1047
-0.016354,11.71,1,-0.1047
-0.017135,11.74,1,-0.1047
-0.017167,11.76,1,-0.1045
-0.016030,11.78,1,-0.0934
-0.012895,11.80,1,-0.0805
-0.008337,11.83,1,-0.0655
-0.005512,11.85,1,-0.0497
-0.003436,11.87,0,-0.0354
-0.002076,11.89,0,-0.0246
-0.001425,11.91,0,-0.0188
-0.001726,11.93,0,-0.0160
-0.002134,11.95,0,-0.0156
-0.002486,11.97,0,-0.0165
-0.002758,11.99,0,-0.0182
-0.002958,12.00,0,-0.0195
-0.003042,12.02,0,-0.0205
-0.003062,12.04,0,-0.0211
-0.003076,12.06,0,-0.0215
-0.003087,12.07,0,-0.0216
-0.003103,12.09,0,-0.0218
-0.003131,12.10,0,-0.0219
-0.003147,12.12,0,-0.0220
-0.003166,12.13,0,-0.0221
-0.003186,12.15,0,-0.0222
-0.003208,12.16,0,-0.0222
-0.003191,12.18,0,-0.0222
-0.003176,12.19,0,-0.0221
-0.003155,12.20,0,-0.0220
-0.003129,12.21,0,-0.0218
-0.003093,12.23,0,-0.0216
-0.003051,12.24,0,-0.0214
-0.003023,12.25,0,-0.0213
-0.002994,12.26,0,-0.0218
-0.002984,12.27,0,-0.0231
-0.003049,12.28,0,-0.0256
-0.003590,12.29,0,-0.0294
-0.004421,12.30,1,-0.0351
-0.005527,12.30,1,-0.0434
-0.006878,12.31,1,-0.0552
-0.008624,12.32,1,-0.0712
-0.011271,12.33,1,-0.0911
-0.014888,12.33,1,-0.1047
-0.019585,12.34,1,-0.1047
-0.024372,12.35,1,-0.1047
-0.027273,12.35,1,-0.1047
-0.025661,12.36,1,-0.1047
-0.021711,12.36,1,-0.1047
-0.016266,12.36,1,-0.1047
-0.010387,12.37,1,-0.0880
-0.005848,12.37,1,-0.0656
-0.004338,12.37,1,-0.0467
-0.003778,12.38,0,-0.0327
-0.003277,12.38,0,-0.0239
-0.002781,12.38,0,-0.0192
-0.002254,12.38,0,-0.0156
-0.001617,12.38,0,-0.0121
-0.001141,12.38,0,-0.0088
-0.000704,12.38,0,-0.0059
-0.000323,12.38,0,0.0000
-0.000017,12.38,0,0.0000
0.000143,12.38,0,0.0000
0.000188,12.38,0,0.0000
0.000183,12.37,0,0.0000
0.000153,12.37,0,0.0000
0.000138,12.37,0,0.0000
0.000099,12.37,0,0.0000
0.000077,12.36,0,0.0000
0.000055,12.36,0,0.0000
0.000029,12.35,0,0.0000
-0.000000,12.35,0,0.0000
-0.000012,12.34,0,0.0000
-0.000024,12.33,0,0.0000
-0.000030,12.33,0,0.0000
-0.000030,12.32,0,0.0000
-0.000030,12.31,0,0.0000
-0.000023,12.31,0,0.0000
-0.000024,12.30,0,0.0000
-0.000027,12.29,0,0.0000
-0.000028,12.28,0,0.0000
-0.000017,12.27,0,0.0000
-0.000025,12.26,0,0.0000
-0.000020,12.25,0,0.0000
-0.000016,12.24,0,0.0000
-0.000015,12.23,0,0.0000
-0.000026,12.22,0,0.0000
-0.000014,12.20,0,0.0000
-0.000016,12.19,0,0.0000
-0.000014,12.18,0,0.0000
-0.000008,12.17,0,0.0000
-0.000000,12.15,0,0.0000
-0.000016,12.14,0,0.0000
-0.000006,12.12,0,0.0000
-0.000003,12.11,0,0.0000
-0.000008,12.09,0,0.0000
-0.000005,12.08,0,0.0000
0.000004,12.06,0,0.0000
-0.000001,12.04,0,0.0000
-0.000003,12.03,0,0.0000
-0.000000,12.01,0,0.0000
0.000000,11.99,0,0.0000
0.000000,11.97,0,0.0000
0.000006,11.95,0,0.0000
0.000009,11.94,0,0.0000
0.000008,11.92,0,0.0000
0.000005,11.90,0,0.0000
0.000019,11.87,0,0.0000
0.000011,11.85,0,0.0000
0.000009,11.83,0,0.0000
0.000018,11.81,0,0.0000
0.000021,11.79,0,0.0000
0.000011,11.77,0,0.0000
0.000017,11.74,0,0.0000
0.000020,11.72,0,0.0000
0.000018,11.70,0,0.0000
0.000022,11.67,0,0.0000
0.000025,11.65,0,0.0000
0.000021,11.62,0,0.0000
0.000020,11.60,0,0.0000
0.000025,11.57,0,0.0000
0.000017,11.54,0,0.0000
0.000017,11.52,0,0.0000
0.000022,11.49,0,0.0000
0.000018,11.46,0,0.0000
0.000005,11.43,0,0.0000
0.000013,11.40,0,0.0000
0.000013,11.38,0,0.0000
0.000008,11.35,0,0.0000
0.000008,11.32,0,0.0000
0.000011,11.29,0,0.0000
-0.000000,11.25,0,0.0000
-0.000000,11.22,0,0.0000
0.000000,11.19,0,0.0000
-0.000002,11.16,0,0.0000
-0.000005,11.13,0,0.0000
-0.000008,11.09,0,0.0000
-0.000005,11.06,0,0.0000
-0.000010,11.03,0,0.0000
-0.000011,10.99,0,0.0000
-0.000008,10.96,0,0.0000
-0.000009,10.92,0,0.0000
-0.000012,10.89,0,0.0000
-0.000013,10.86,0,0.0000
-0.000016,10.82,0,0.0000
-0.000022,10.79,0,0.0000
-0.000021,10.75,0,0.0000
-0.000029,10.72,0,0.0000
-0.000025,10.68,0,0.0000
-0.000023,10.65,0,0.0000
-0.000026,10.62,0,0.0000
-0.000030,10.58,0,0.0000
-0.000030,10.55,0,0.0000
-0.000030,10.51,0,0.0000
-0.000033,10.48,0,0.0000
-0.000038,10.44,0,0.0000
-0.000035,10.41,0,0.0000
-0.000035,10.38,0,0.0000
-0.000044,10.34,0,0.0000
-0.000046,10.31,0,0.0000
-0.000036,10.27,0,0.0000
-0.000048,10.24,0,0.0000
-0.000051,10.20,0,0.0000
-0.000049,10.17,0,0.0000
-0.000052,10.14,0,0.0000
-0.000059,10.10,0,0.0000
-0.000048,10.07,0,0.0000
-0.000054,10.03,0,0.0000
-0.000058,10.00,0,0.0000
-0.000060,9.96,0,0.0000
-0.000061,9.93,0,0.0000
-0.000073,9.90,0,0.0000
-0.000066,9.86,0,0.0000
-0.000070,9.83,0,0.0000
-0.000073,9.79,0,0.0000
-0.000073,9.76,0,0.0000
-0.000073,9.72,0,0.0000
-0.000084,9.69,0,0.0000
-0.000081,9.65,0,0.0000
-0.000078,9.62,0,0.0000
-0.000078,9.59,0,0.0000
-0.000086,9.55,0,0.0000
-0.000090,9.52,0,0.0000
-0.000091,9.48,0,0.0000
-0.000095,9.45,0,0.0000
-0.000103,9.41,0,0.0000
-0.000091,9.38,0,0.0000
-0.000077,9.35,0,0.0000
-0.000049,9.31,0,0.0000
-0.000020,9.28,0,0.0000
0.000008,9.24,0,0.0000
0.000069,9.21,0,0.0000
0.000111,9.17,0,0.0000
0.000145,9.14,0,0.0000
0.000186,9.11,0,0.0000
0.000239,9.07,0,0.0000
0.000272,9.04,0,0.0000
0.000303,9.00,0,0.0000
0.000277,8.97,0,0.0000
0.000208,8.93,0,0.0000
0.000098,8.90,0,0.0000
-0.000116,8.87,0,0.0000
-0.000342,8.83,0,0.0000
-0.000551,8.80,0,0.0000
-0.000761,8.76,0,-0.0055
-0.000977,8.73,0,-0.0073
-0.001243,8.69,0,-0.0102
-0.001463,8.66,0,-0.0153
-0.001984,8.63,0,-0.0253
-0.003256,8.59,0,-0.0386
-0.005664,8.56,1,-0.0535
-0.010688,8.52,1,-0.0685
-0.014307,8.49,1,-0.0815
-0.016143,8.45,1,-0.0900
-0.016416,8.42,1,-0.0942
-0.015030,8.38,1,-0.0928
-0.011728,8.35,1,-0.0880
-0.009856,8.32,1,-0.0819
-0.009306,8.28,1,-0.0760
-0.009483,8.25,1,-0.0717
-0.010092,8.21,1,-0.0709
-0.010540,8.18,1,-0.0725
-0.010684,8.14,1,-0.0753
-0.010986,8.11,1,-0.0789
-0.011451,8.08,1,-0.0828
-0.012077,8.04,1,-0.0875
-0.013032,8.01,1,-0.0935
-0.014044,7.97,1,-0.1010
-0.015238,7.94,1,-0.1047
-0.016693,7.90,1,-0.1047
-0.018431,7.87,1,-0.1047
-0.020913,7.84,1,-0.1047
-0.022639,7.80,1,-0.1047
-0.023731,7.77,1,-0.1047
-0.024357,7.73,1,-0.1047
-0.024560,7.70,1,-0.1047
-0.024256,7.66,1,-0.1047
-0.024027,7.63,1,-0.1047
-0.023399,7.60,1,-0.1047
-0.022211,7.56,1,-0.1047
-0.020345,7.53,1,-0.1047
-0.016770,7.49,1,-0.1047
-0.012818,7.46,1,-0.0914
-0.009270,7.42,1,-0.0710
-0.006206,7.39,1,-0.0516
-0.003778,7.36,0,-0.0353
-0.001775,7.32,0,-0.0226
-0.000948,7.29,0,-0.0130
-0.000476,7.25,0,-0.0061
-0.000107,7.22,0,0.0000
0.000254,7.18,0,0.0000
0.000707,7.15,0,0.0048
0.001100,7.11,0,0.0076
0.001454,7.08,0,0.0110
0.001846,7.05,0,0.0151
0.002315,7.01,0,0.0201
0.003302,6.98,0,0.0263
0.004410,6.94,1,0.0338
0.005720,6.91,1,0.0432
0.007242,6.87,1,0.0541
0.008966,6.84,1,0.0659
0.011203,6.81,1,0.0785
0.013214,6.77,1,0.0914
0.015155,6.74,1,0.1039
0.017006,6.70,1,0.1047
0.018580,6.67,1,0.1047
0.019792,6.63,1,0.1047
0.019547,6.60,1,0.1047
0.018337,6.57,1,0.1047
0.017019,6.53,1,0.1047
0.016086,6.50,1,0.1047
0.015834,6.46,1,0.1047
0.016887,6.43,1,0.1047
0.018195,6.39,1,0.1047
0.019312,6.36,1,0.1047
0.020034,6.33,1,0.1047
0.020696,6.29,1,0.1047
0.021089,6.26,1,0.1047
0.021924,6.22,1,0.1047
0.022734,6.19,1,0.1047
0.023136,6.15,1,0.1047
0.022378,6.12,1,0.1047
0.021170,6.09,1,0.1047
0.019531,6.05,1,0.1047
0.018075,6.02,1,0.1047
0.017117,5.98,1,0.1047
0.016730,5.95,1,0.1047
0.016930,5.91,1,0.1047
0.017382,5.88,1,0.1047
0.017671,5.84,1,0.1047
0.017708,5.81,1,0.1047
0.017359,5.78,1,0.1047
0.017235,5.74,1,0.1047
0.016880,5.71,1,0.1047
0.016627,5.67,1,0.1047
0.016528,5.64,1,0.1047
0.016864,5.60,1,0.1047
0.017020,5.57,1,0.1047
0.017510,5.54,1,0.1047
0.018141,5.50,1,0.1047
0.018833,5.47,1,0.1047
0.019083,5.44,1,0.1047
0.018662,5.41,1,0.1047
0.017513,5.38,1,0.1047
0.015759,5.35,1,0.1030
0.013486,5.32,1,0.0901
0.010496,5.30,1,0.0760
0.008031,5.27,1,0.0618
0.006169,5.25,1,0.0481
0.004593,5.22,1,0.0356
0.003272,5.20,0,0.0255
0.002016,5.18,0,0.0173
0.001030,5.16,0,0.0107
0.000371,5.14,0,0.0055
-0.000125,5.12,0,0.0000
-0.000456,5.10,0,0.0000
-0.000578,5.08,0,0.0000
-0.000542,5.06,0,0.0000
-0.000495,5.05,0,0.0000
-0.000441,5.03,0,0.0000
-0.000388,5.02,0,0.0000
-0.000345,5.01,0,0.0000
-0.000282,4.99,0,0.0000
-0.000233,4.98,0,0.0000
-0.000182,4.97,0,0.0000
-0.000130,4.96,0,0.0000
-0.000066,4.95,0,0.0000
-0.000002,4.95,0,0.0000
0.000053,4.94,0,0.0000
0.000106,4.93,0,0.0000
0.000160,4.93,0,0.0000
0.000236,4.92,0,0.0000
0.000296,4.92,0,0.0000
0.000358,4.92,0,0.0000
0.000426,4.92,0,0.0000
0.000509,4.92,0,0.0050
0.000745,4.92,0,0.0068
0.001125,4.92,0,0.0092
0.001572,4.92,0,0.0123
0.002104,4.92,0,0.0160
0.002710,4.93,0,0.0200
0.003499,4.93,0,0.0244
0.004197,4.94,1,0.0289
0.004833,4.94,1,0.0337
0.005478,4.95,1,0.0380
0.006125,4.96,1,0.0415
0.006811,4.97,1,0.0437
0.007085,4.98,1,0.0445
0.006927,4.99,1,0.0432
0.006440,5.00,1,0.0400
0.005637,5.01,1,0.0351
0.004208,5.03,1,0.0295
0.002843,5.04,0,0.0239
0.001989,5.06,0,0.0193
0.001483,5.08,0,0.0164
0.001347,5.09,0,0.0155
0.001826,5.11,0,0.0163
0.002711,5.13,0,0.0177
0.003322,5.15,0,0.0187
0.003594,5.17,0,0.0184
0.003436,5.19,0,0.0161
0.002498,5.22,0,0.0119
0.001001,5.24,0,0.0067
-0.000471,5.26,0,0.0000
-0.001517,5.29,0,0.0000
-0.001811,5.32,0,0.0057
-0.000377,5.34,0,0.0150
0.002548,5.37,0,0.0290
0.006368,5.40,1,0.0451
0.010288,5.43,1,0.0598
0.013544,5.46,1,0.0705
0.014544,5.48,1,0.0754
0.012871,5.51,1,0.0740
0.010300,5.54,1,0.0674
0.007472,5.57,1,0.0578
0.004954,5.60,1,0.0477
0.003667,5.62,0,0.0397
0.003977,5.65,0,0.0346
0.004420,5.68,1,0.0328
0.004871,5.71,1,0.0336
0.005265,5.73,1,0.0357
0.005648,5.76,1,0.0373
0.005781,5.79,1,0.0381
0.005749,5.82,1,0.0378
0.005561,5.85,1,0.0366
0.005217,5.87,1,0.0345
0.004614,5.90,1,0.0318
0.004061,5.93,1,0.0286
0.003555,5.96,0,0.0250
0.003048,5.99,0,0.0212
0.002541,6.01,0,0.0175
0.001939,6.04,0,0.0142
0.001400,6.07,0,0.0111
0.000999,6.10,0,0.0083
0.000680,6.13,0,0.0060
0.000445,6.15,0,0.0043
0.000278,6.18,0,0.0000
0.000269,6.21,0,0.0000
0.000254,6.24,0,0.0000
0.000244,6.27,0,0.0000
0.000244,6.29,0,0.0000
0.000233,6.32,0,0.0000
0.000224,6.35,0,0.0000
0.000216,6.38,0,0.0000
0.000214,6.41,0,0.0000
0.000221,6.43,0,0.0000
0.000200,6.46,0,0.0000
0.000209,6.49,0,0.0000
0.000205,6.52,0,0.0000
0.000193,6.55,0,0.0000
0.000179,6.57,0,0.0000
0.000200,6.60,0,0.0000
0.000174,6.63,0,0.0000
0.000168,6.66,0,0.0000
0.000167,6.69,0,0.0000
0.000166,6.71,0,0.0000
0.000157,6.74,0,0.0000
0.000147,6.77,0,0.0000
0.000151,6.80,0,0.0000
0.000153,6.83,0,0.0000
0.000144,6.85,0,0.0000
0.000122,6.88,0,0.0000
0.000132,6.91,0,0.0000
0.000128,6.94,0,0.0000
0.000116,6.97,0,0.0000
0.000102,6.99,0,0.0000
0.000122,7.02,0,0.0000
0.000105,7.05,0,0.0000
0.000095,7.08,0,0.0000
0.000090,7.11,0,0.0000
0.000089,7.13,0,0.0000
0.000079,7.16,0,0.0000
0.000078,7.19,0,0.0000
0.000073,7.22,0,0.0000
0.000071,7.25,0,0.0000
0.000077,7.27,0,0.0000
0.000046,7.30,0,0.0000
0.000054,7.33,0,0.0000
0.000050,7.36,0,0.0000
0.000042,7.39,0,0.0000
0.000035,7.41,0,0.0000
0.000056,7.44,0,0.0000
0.000056,7.47,0,0.0000
0.000068,7.50,0,0.0000
0.000082,7.52,0,0.0000
0.000090,7.55,0,0.0000
0.000100,7.58,0,0.0000
0.000118,7.61,0,0.0000
0.000128,7.64,0,0.0000
0.000142,7.66,0,0.0000
0.000167,7.69,0,0.0000
0.000178,7.72,0,0.0000
0.000178,7.75,0,0.0000
0.000195,7.78,0,0.0000
0.000214,7.80,0,0.0000
0.000222,7.83,0,0.0000
0.000234,7.86,0,0.0000
0.000259,7.89,0,0.0000
0.000272,7.92,0,0.0000
0.000281,7.94,0,0.0000
0.000290,7.97,0,0.0000
0.000311,8.00,0,0.0000
0.000311,8.03,0,0.0000
0.000306,8.06,0,0.0000
0.000297,8.08,0,0.0000
0.000289,8.11,0,0.0000
0.000234,8.14,0,0.0000
0.000208,8.17,0,0.0000
0.000167,8.20,0,0.0000
0.000121,8.22,0,0.0000
0.000078,8.25,0,0.0000
0.000034,8.28,0,0.0000
-0.000015,8.31,0,0.0000
-0.000054,8.34,0,0.0000
-0.000090,8.36,0,0.0000
-0.000132,8.39,0,0.0000
-0.000187,8.42,0,0.0000
-0.000220,8.45,0,0.0000
-0.000259,8.48,0,0.0000
-0.000300,8.50,0,0.0000
-0.000342,8.53,0,0.0000
-0.000396,8.56,0,0.0000
-0.000437,8.59,0,0.0000
-0.000473,8.62,0,0.0000
-0.000479,8.64,0,0.0000
-0.000420,8.67,0,0.0000
0.000383,8.70,0,0.0090
0.001569,8.73,0,0.0173
0.003203,8.76,0,0.0284
0.005265,8.78,1,0.0405
0.007756,8.81,1,0.0522
0.010609,8.84,1,0.0621
0.011739,8.87,1,0.0691
0.012042,8.90,1,0.0713
0.011524,8.92,1,0.0694
0.010173,8.95,1,0.0636
0.007488,8.98,1,0.0559
0.005870,9.01,1,0.0478
0.004742,9.04,1,0.0407
0.004088,9.06,1,0.0355
0.003887,9.09,0,0.0336
0.004447,9.12,1,0.0337
0.005014,9.15,1,0.0354
0.005533,9.18,1,0.0381
0.005997,9.20,1,0.0414
0.006419,9.23,1,0.0444
0.006847,9.26,1,0.0471
0.007156,9.29,1,0.0496
0.007449,9.31,1,0.0519
0.007730,9.34,1,0.0540
0.007995,9.37,1,0.0558
0.008308,9.40,1,0.0580
0.008476,9.43,1,0.0611
0.008710,9.45,1,0.0676
0.009285,9.48,1,0.0765
0.010643,9.51,1,0.0863
0.014230,9.54,1,0.0956
0.016885,9.57,1,0.1026
0.018073,9.59,1,0.1044
0.017745,9.62,1,0.1012
0.015738,9.65,1,0.0921
0.011047,9.68,1,0.0792
0.007457,9.71,1,0.0647
0.005173,9.73,1,0.0501
0.003970,9.76,0,0.0371
0.003554,9.79,0,0.0285
0.003118,9.82,0,0.0231
0.002772,9.85,0,0.0197
0.002429,9.87,0,0.0170
0.002089,9.90,0,0.0146
0.001747,9.93,0,0.0124
0.001332,9.96,0,0.0105
0.001105,9.99,0,0.0088
0.000933,10.01,0,0.0075
0.000819,10.04,0,0.0065
0.000767,10.07,0,0.0060
0.000786,10.10,0,0.0057
0.000798,10.13,0,0.0057
0.000812,10.15,0,0.0057
0.000830,10.18,0,0.0058
0.000856,10.21,0,0.0060
0.000868,10.24,0,0.0061
0.000883,10.27,0,0.0062
0.000905,10.29,0,0.0063
0.000926,10.32,0,0.0065
0.000932,10.35,0,0.0066
0.000966,10.38,0,0.0067
0.000979,10.41,0,0.0068
0.000994,10.43,0,0.0070
0.001010,10.46,0,0.0071
0.001032,10.49,0,0.0072
0.001053,10.52,0,0.0073
0.001073,10.55,0,0.0075
0.001086,10.57,0,0.0076
0.001099,10.60,0,0.0077
0.001121,10.63,0,0.0078
0.001118,10.66,0,0.0078
0.001134,10.69,0,0.0079
0.001139,10.71,0,0.0079
0.001139,10.74,0,0.0080
0.001145,10.77,0,0.0080
0.001144,10.80,0,0.0080
0.001141,10.83,0,0.0080
0.001144,10.85,0,0.0080
0.001146,10.88,0,0.0080
