# Track importado (planta cruda + cota REAL del DEM)
# kappa_1pm,elev_m,kerb,peralte_rad,semiancho_m
0.000034,-11.45,0,0.0000,6.69
0.000035,-11.56,0,0.0000,6.66
0.000035,-11.67,0,0.0000,6.63
0.000035,-11.78,0,0.0000,6.61
0.000040,-11.88,0,0.0000,6.58
0.000038,-11.99,0,0.0000,6.56
0.000035,-12.10,0,0.0000,6.53
0.000035,-12.21,0,0.0000,6.50
0.000042,-12.30,0,0.0000,6.48
0.000036,-12.40,0,0.0000,6.45
0.000035,-12.51,0,0.0000,6.43
0.000036,-12.59,0,0.0000,6.40
0.000042,-12.67,0,0.0000,6.37
0.000042,-12.75,0,0.0000,6.35
0.000037,-12.85,0,0.0000,6.32
0.000038,-12.96,0,0.0000,6.30
0.000040,-13.07,0,0.0000,6.27
0.000035,-13.18,0,0.0000,6.24
0.000015,-13.31,0,0.0000,6.22
0.000009,-13.44,0,0.0000,6.19
-0.000002,-13.58,0,0.0000,6.17
-0.000021,-13.71,0,0.0000,6.14
-0.000063,-13.85,0,0.0000,6.11
-0.000069,-13.98,0,0.0000,6.09
-0.000096,-14.12,0,0.0000,6.06
-0.000125,-14.25,0,0.0000,6.04
-0.000146,-14.39,0,0.0000,6.01
-0.000154,-14.52,0,0.0000,5.98
-0.000201,-14.66,0,0.0000,5.96
-0.000216,-14.79,0,0.0000,5.93
-0.000229,-14.93,0,0.0000,5.91
-0.000246,-15.07,0,0.0000,5.88
-0.000294,-15.20,0,0.0000,5.85
-0.000303,-15.33,0,0.0000,5.83
-0.000317,-15.43,0,0.0000,5.80
-0.000340,-15.54,0,0.0000,5.78
-0.000374,-15.65,0,0.0000,5.75
-0.000392,-15.74,0,0.0000,5.72
-0.000410,-15.82,0,0.0000,5.70
-0.000388,-15.91,0,0.0000,5.67
-0.000284,-15.99,0,0.0000,5.65
-0.000047,-16.07,0,0.0000,5.61
0.000488,-16.15,0,0.0050,5.57
0.001078,-16.23,0,0.0086,5.53
0.001737,-16.31,0,0.0130,5.49
0.002438,-16.39,0,0.0179,5.45
0.003211,-16.45,0,0.0230,5.40
0.004119,-16.51,1,0.0281,5.36
0.004835,-16.56,1,0.0334,5.29
0.005547,-16.62,1,0.0387,5.18
0.006242,-16.66,1,0.0438,5.08
0.007029,-16.67,1,0.0484,4.97
0.007738,-16.67,1,0.0528,4.89
0.008265,-16.67,1,0.0572,4.81
0.008763,-16.67,1,0.0614,4.74
0.009248,-16.65,1,0.0655,4.67
0.009940,-16.62,1,0.0694,4.64
0.010463,-16.59,1,0.0734,4.63
0.011041,-16.55,1,0.0777,4.62
0.011657,-16.50,1,0.0821,4.61
0.012298,-16.44,1,0.0858,4.59
0.013098,-16.39,1,0.0888,4.59
0.013578,-16.33,1,0.0907,4.60
0.013679,-16.28,1,0.0911,4.60
0.013467,-16.23,1,0.0896,4.62
0.012959,-16.17,1,0.0861,4.67
0.012054,-16.12,1,0.0810,4.68
0.010723,-16.06,1,0.0745,4.67
0.009623,-16.01,1,0.0663,4.65
0.008459,-15.96,1,0.0567,4.60
0.007180,-15.90,1,0.0464,4.56
0.005280,-15.85,1,0.0361,4.60
0.003410,-15.80,0,0.0261,4.64
0.001763,-15.74,0,0.0173,4.68
0.000412,-15.69,0,0.0108,4.68
-0.000414,-15.63,0,0.0075,4.68
-0.000313,-15.58,0,0.0078,4.67
0.000642,-15.53,0,0.0115,4.67
0.002035,-15.46,0,0.0186,4.66
0.003650,-15.38,0,0.0282,4.65
0.005448,-15.29,1,0.0395,4.64
0.007562,-15.21,1,0.0515,4.63
0.009215,-15.15,1,0.0643,4.62
0.010926,-15.10,1,0.0770,4.61
0.012710,-15.05,1,0.0888,4.60
0.014787,-15.02,1,0.0990,4.59
0.016381,-15.00,1,0.1047,4.58
0.017263,-14.99,1,0.1047,4.60
0.017734,-15.02,1,0.1047,4.68
0.017796,-15.05,1,0.1047,4.78
0.017407,-15.11,1,0.1047,4.84
0.016920,-15.16,1,0.1047,4.88
0.016547,-15.22,1,0.1047,4.92
0.016220,-15.27,1,0.1047,4.94
0.015949,-15.33,1,0.1047,4.97
0.015964,-15.43,1,0.1047,4.95
0.015671,-15.54,1,0.1047,4.93
0.015627,-15.64,1,0.1047,4.91
0.015628,-15.75,1,0.1047,4.92
0.015680,-15.86,1,0.1047,4.96
0.016133,-15.97,1,0.1047,4.98
0.016047,-16.08,1,0.1047,4.98
0.016361,-16.19,1,0.1047,4.96
0.016786,-16.29,1,0.1047,4.95
0.017314,-16.40,1,0.1047,4.92
0.018062,-16.51,1,0.1047,4.91
0.018755,-16.60,1,0.1047,4.92
0.019411,-16.68,1,0.1047,4.93
0.019734,-16.76,1,0.1047,4.94
0.019556,-16.84,1,0.1047,4.94
0.018442,-16.92,1,0.1047,4.92
0.016705,-16.98,1,0.1047,4.86
0.014622,-17.04,1,0.1003,4.80
0.012466,-17.09,1,0.0870,4.76
0.010457,-17.15,1,0.0734,4.78
0.008065,-17.21,1,0.0600,4.80
0.006291,-17.28,1,0.0471,4.78
0.004768,-17.33,1,0.0349,4.74
0.003290,-17.38,0,0.0239,4.70
0.001780,-17.42,0,0.0148,4.65
0.000256,-17.45,0,0.0073,4.61
-0.000518,-17.47,0,0.0000,4.57
-0.001021,-17.47,0,0.0000,4.53
-0.001265,-17.47,0,-0.0057,4.51
-0.001249,-17.45,0,-0.0067,4.51
-0.001036,-17.45,0,-0.0068,4.51
-0.000884,-17.44,0,-0.0062,4.52
-0.000733,-17.41,0,-0.0051,4.52
-0.000581,-17.38,0,0.0000,4.53
-0.000409,-17.33,0,0.0000,4.53
-0.000222,-17.27,0,0.0000,4.53
-0.000091,-17.21,0,0.0000,4.54
0.000025,-17.12,0,0.0000,4.54
0.000124,-17.01,0,0.0000,4.55
0.000206,-16.91,0,0.0000,4.55
0.000261,-16.78,0,0.0000,4.56
0.000288,-16.64,0,0.0000,4.56
0.000312,-16.51,0,0.0000,4.56
0.000340,-16.38,0,0.0000,4.57
0.000385,-16.27,0,0.0000,4.57
0.000405,-16.16,0,0.0000,4.58
0.000433,-16.05,0,0.0000,4.58
0.000440,-15.94,0,0.0000,4.59
0.000404,-15.86,0,0.0000,4.59
0.000219,-15.80,0,0.0000,4.59
-0.000061,-15.75,0,0.0000,4.60
-0.000412,-15.69,0,0.0000,4.60
-0.000818,-15.63,0,-0.0067,4.61
-0.001296,-15.57,0,-0.0097,4.61
-0.001919,-15.52,0,-0.0130,4.62
-0.002380,-15.46,0,-0.0165,4.62
-0.002849,-15.41,0,-0.0203,4.62
-0.003326,-15.36,0,-0.0246,4.63
-0.003887,-15.32,0,-0.0293,4.63
-0.004677,-15.27,1,-0.0348,4.64
-0.005562,-15.21,1,-0.0415,4.65
-0.006641,-15.16,1,-0.0495,4.66
-0.007901,-15.10,1,-0.0580,4.66
-0.009508,-15.02,1,-0.0666,4.66
-0.011311,-14.94,1,-0.0747,4.64
-0.012432,-14.84,1,-0.0822,4.62
-0.013216,-14.73,1,-0.0881,4.61
-0.013690,-14.59,1,-0.0923,4.64
-0.014173,-14.43,1,-0.0945,4.66
-0.013806,-14.25,1,-0.0953,4.66
-0.013667,-14.05,1,-0.0946,4.66
-0.013494,-13.86,1,-0.0925,4.65
-0.013204,-13.67,1,-0.0888,4.65
-0.012608,-13.45,1,-0.0844,4.64
-0.011549,-13.22,1,-0.0789,4.64
-0.010501,-13.01,1,-0.0721,4.65
-0.009351,-12.78,1,-0.0643,4.67
-0.008170,-12.56,1,-0.0560,4.67
-0.006718,-12.34,1,-0.0475,4.67
-0.005418,-12.11,1,-0.0387,4.66
-0.004259,-11.86,1,-0.0290,4.65
-0.003056,-11.58,0,-0.0184,4.64
-0.001755,-11.28,0,-0.0071,4.63
0.000402,-10.99,0,0.0053,4.62
0.002424,-10.69,0,0.0190,4.61
0.004607,-10.39,1,0.0340,4.60
0.006941,-10.07,1,0.0491,4.60
0.009437,-9.74,1,0.0628,4.61
0.011980,-9.44,1,0.0751,4.64
0.013289,-9.16,1,0.0854,4.65
0.014168,-8.90,1,0.0932,4.64
0.014649,-8.66,1,0.0985,4.62
0.014918,-8.45,1,0.1013,4.63
0.014770,-8.23,1,0.1027,4.64
0.014749,-8.03,1,0.1033,4.64
0.014722,-7.84,1,0.1033,4.63
0.014688,-7.68,1,0.1030,4.61
0.014814,-7.55,1,0.1030,4.57
0.014614,-7.41,1,0.1031,4.53
0.014648,-7.29,1,0.1036,4.50
0.014735,-7.18,1,0.1042,4.50
0.014875,-7.07,1,0.1045,4.50
0.015188,-6.98,1,0.1042,4.47
0.015307,-6.88,1,0.1026,4.44
0.015099,-6.77,1,0.0983,4.40
0.014351,-6.69,1,0.0905,4.38
0.012999,-6.63,1,0.0792,4.35
0.010526,-6.56,1,0.0649,4.36
0.007028,-6.51,1,0.0487,4.38
0.003866,-6.46,0,0.0319,4.41
0.001055,-6.42,0,0.0166,4.46
-0.001137,-6.39,0,0.0048,4.52
-0.002461,-6.36,0,0.0000,4.54
-0.002265,-6.35,0,-0.0046,4.55
-0.001246,-6.33,0,0.0000,4.56
0.000063,-6.30,0,0.0000,4.56
0.001343,-6.26,0,0.0000,4.57
0.002074,-6.23,0,0.0053,4.58
0.001867,-6.20,0,0.0053,4.59
0.001154,-6.17,0,0.0000,4.60
0.000088,-6.14,0,0.0000,4.60
-0.001306,-6.11,0,-0.0117,4.61
-0.003109,-6.06,0,-0.0209,4.62
-0.004484,-6.01,1,-0.0310,4.63
-0.005896,-5.95,1,-0.0417,4.64
-0.007352,-5.87,1,-0.0518,4.64
-0.008964,-5.76,1,-0.0606,4.66
-0.010580,-5.64,1,-0.0680,4.68
-0.011420,-5.49,1,-0.0737,4.69
-0.011876,-5.32,1,-0.0771,4.68
-0.011940,-5.13,1,-0.0782,4.67
-0.011615,-4.92,1,-0.0774,4.64
-0.010702,-4.71,1,-0.0757,4.61
-0.010115,-4.49,1,-0.0738,4.58
-0.009754,-4.24,1,-0.0725,4.58
-0.009651,-4.00,1,-0.0723,4.62
-0.010065,-3.76,1,-0.0736,4.66
-0.010621,-3.51,1,-0.0761,4.65
-0.011376,-3.25,1,-0.0792,4.62
-0.012055,-2.98,1,-0.0822,4.58
-0.012570,-2.73,1,-0.0845,4.53
-0.012882,-2.49,1,-0.0858,4.48
-0.012676,-2.23,1,-0.0858,4.51
-0.012329,-1.96,1,-0.0847,4.57
-0.011887,-1.72,1,-0.0826,4.59
-0.011409,-1.47,1,-0.0797,4.57
-0.010961,-1.20,1,-0.0766,4.56
-0.010407,-0.94,1,-0.0735,4.56
-0.010017,-0.68,1,-0.0700,4.56
-0.009626,-0.41,1,-0.0657,4.58
-0.009194,-0.14,1,-0.0607,4.60
-0.008351,0.14,1,-0.0548,4.61
-0.007187,0.42,1,-0.0477,4.62
-0.005925,0.71,1,-0.0390,4.63
-0.004483,1.00,1,-0.0295,4.62
-0.002895,1.28,0,-0.0199,4.61
-0.000927,1.55,0,-0.0108,4.60
0.000264,1.84,0,0.0000,4.58
0.001205,2.14,0,0.0054,4.57
0.001941,2.41,0,0.0129,4.56
0.002525,2.68,0,0.0207,4.55
0.003238,2.95,0,0.0298,4.54
0.004680,3.21,1,0.0406,4.53
0.006820,3.46,1,0.0524,4.53
0.009358,3.69,1,0.0636,4.56
0.012042,3.91,1,0.0732,4.59
0.013723,4.09,1,0.0802,4.62
0.013703,4.23,1,0.0839,4.64
0.012895,4.36,1,0.0847,4.66
0.011662,4.46,1,0.0830,4.67
0.010564,4.54,1,0.0799,4.67
0.010110,4.60,1,0.0771,4.66
0.010343,4.65,1,0.0754,4.66
0.010631,4.70,1,0.0750,4.65
0.010901,4.76,1,0.0757,4.65
0.011221,4.80,1,0.0769,4.65
0.011234,4.82,1,0.0779,4.65
0.011277,4.85,1,0.0788,4.66
0.011311,4.88,1,0.0794,4.67
0.011342,4.88,1,0.0797,4.68
0.011483,4.88,1,0.0802,4.67
0.011496,4.90,1,0.0807,4.66
0.011593,4.93,1,0.0815,4.65
0.011696,4.93,1,0.0823,4.64
0.011805,4.93,1,0.0830,4.62
0.012105,4.94,1,0.0839,4.60
0.012107,4.94,1,0.0849,4.58
0.012231,4.94,1,0.0862,4.57
0.012379,4.92,1,0.0876,4.56
0.012607,4.90,1,0.0890,4.54
0.012973,4.86,1,0.0908,4.54
0.013175,4.81,1,0.0930,4.54
0.013527,4.75,1,0.0954,4.55
0.013920,4.70,1,0.0974,4.56
0.014402,4.62,1,0.0984,4.58
0.014790,4.54,1,0.0981,4.61
0.014635,4.46,1,0.0958,4.61
0.013980,4.38,1,0.0901,4.58
0.012837,4.30,1,0.0816,4.54
0.011188,4.22,1,0.0709,4.50
0.008222,4.11,1,0.0586,4.50
0.005970,4.01,1,0.0457,4.51
0.004019,3.93,1,0.0331,4.52
0.002400,3.87,0,0.0217,4.54
0.001060,3.81,0,0.0132,4.57
0.000196,3.76,0,0.0067,4.59
-0.000137,3.74,0,0.0000,4.60
-0.000347,3.74,0,0.0000,4.61
-0.000461,3.76,0,0.0000,4.61
-0.000492,3.79,0,0.0000,4.61
-0.000394,3.82,0,0.0000,4.62
-0.000218,3.85,0,0.0000,4.62
-0.000039,3.87,0,0.0000,4.63
0.000077,3.90,0,-0.0054,4.63
-0.000366,3.93,0,-0.0100,4.64
-0.001486,3.97,0,-0.0171,4.64
-0.003018,4.03,0,-0.0271,4.64
-0.004975,4.08,1,-0.0388,4.65
-0.007290,4.12,1,-0.0510,4.65
-0.010079,4.17,1,-0.0626,4.64
-0.011603,4.24,1,-0.0726,4.63
-0.012559,4.34,1,-0.0805,4.64
-0.013039,4.42,1,-0.0856,4.68
-0.013068,4.50,1,-0.0878,4.73
-0.012829,4.61,1,-0.0882,4.73
-0.012460,4.73,1,-0.0877,4.72
-0.012232,4.85,1,-0.0865,4.69
-0.012048,4.99,1,-0.0853,4.66
-0.012059,5.16,1,-0.0842,4.65
-0.011846,5.35,1,-0.0836,4.64
-0.011787,5.55,1,-0.0833,4.65
-0.011794,5.77,1,-0.0832,4.67
-0.011827,5.99,1,-0.0830,4.70
-0.011965,6.24,1,-0.0832,4.70
-0.011885,6.48,1,-0.0835,4.69
-0.011945,6.74,1,-0.0839,4.67
-0.012002,7.01,1,-0.0843,4.66
-0.012062,7.30,1,-0.0847,4.67
-0.012183,7.60,1,-0.0851,4.68
-0.012256,7.90,1,-0.0852,4.69
-0.012333,8.20,1,-0.0847,4.68
-0.012293,8.51,1,-0.0827,4.67
-0.012063,8.81,1,-0.0792,4.65
-0.011462,9.11,1,-0.0741,4.64
-0.010122,9.41,1,-0.0674,4.62
-0.008705,9.70,1,-0.0591,4.62
-0.007152,10.00,1,-0.0502,4.63
-0.005565,10.30,1,-0.0415,4.64
-0.004077,10.60,1,-0.0342,4.66
-0.003126,10.87,0,-0.0284,4.67
-0.002785,11.14,0,-0.0246,4.68
-0.002749,11.41,0,-0.0224,4.68
-0.002973,11.66,0,-0.0215,4.68
-0.003367,11.91,0,-0.0212,4.67
-0.003365,12.15,0,-0.0206,4.67
-0.003166,12.39,0,-0.0192,4.66
-0.002779,12.60,0,-0.0173,4.63
-0.002207,12.76,0,-0.0151,4.59
-0.001322,12.89,0,-0.0135,4.56
-0.001063,12.99,0,-0.0131,4.53
-0.001210,13.08,0,-0.0150,4.52
-0.001746,13.13,0,-0.0189,4.51
-0.002790,13.14,0,-0.0246,4.49
-0.004691,13.13,1,-0.0313,4.48
-0.006031,13.07,1,-0.0381,4.45
-0.007064,12.99,1,-0.0440,4.42
-0.007747,12.88,1,-0.0483,4.41
-0.008051,12.72,1,-0.0501,4.48
-0.007650,12.56,1,-0.0500,4.55
-0.007099,12.39,1,-0.0482,4.58
-0.006500,12.20,1,-0.0450,4.57
-0.005887,12.02,1,-0.0409,4.56
-0.005280,11.84,1,-0.0366,4.55
-0.004508,11.65,1,-0.0325,4.53
-0.003933,11.46,0,-0.0286,4.52
-0.003406,11.28,0,-0.0252,4.51
-0.002952,11.12,0,-0.0226,4.49
-0.002657,10.96,0,-0.0208,4.49
-0.002508,10.83,0,-0.0200,4.48
-0.002593,10.72,0,-0.0200,4.48
-0.002787,10.62,0,-0.0207,4.47
-0.003060,10.54,0,-0.0220,4.47
-0.003423,10.46,0,-0.0238,4.46
-0.003700,10.38,0,-0.0257,4.45
-0.003979,10.30,0,-0.0280,4.43
-0.004254,10.22,1,-0.0305,4.42
-0.004529,10.16,1,-0.0333,4.42
-0.005022,10.10,1,-0.0366,4.42
-0.005559,10.05,1,-0.0405,4.43
-0.006224,10.00,1,-0.0453,4.43
-0.007001,9.94,1,-0.0502,4.43
-0.007872,9.89,1,-0.0543,4.42
-0.009108,9.83,1,-0.0570,4.40
-0.009412,9.79,1,-0.0577,4.40
-0.009127,9.75,1,-0.0547,4.39
-0.008284,9.72,1,-0.0486,4.39
-0.006904,9.70,1,-0.0397,4.39
-0.003984,9.68,0,-0.0295,4.39
-0.001801,9.69,0,-0.0192,4.40
-0.000223,9.70,0,-0.0105,4.42
0.000781,9.70,0,-0.0043,4.43
0.001166,9.72,0,0.0000,4.44
0.000445,9.75,0,0.0000,4.46
-0.000674,9.78,0,-0.0067,4.47
-0.001782,9.84,0,-0.0121,4.49
-0.002800,9.89,0,-0.0183,4.50
-0.003818,9.95,0,-0.0243,4.52
-0.004618,10.00,1,-0.0295,4.52
-0.005094,10.05,1,-0.0341,4.52
-0.005519,10.07,1,-0.0376,4.53
-0.005909,10.10,1,-0.0401,4.53
-0.006324,10.13,1,-0.0417,4.53
-0.006348,10.14,1,-0.0426,4.53
-0.006320,10.13,1,-0.0427,4.53
-0.006187,10.10,1,-0.0421,4.53
-0.005962,10.05,1,-0.0409,4.52
-0.005660,10.00,1,-0.0393,4.52
-0.005335,9.93,1,-0.0375,4.51
-0.005059,9.85,1,-0.0354,4.51
-0.004776,9.77,1,-0.0332,4.52
-0.004487,9.69,1,-0.0311,4.55
-0.004125,9.61,1,-0.0290,4.57
-0.003794,9.53,0,-0.0268,4.54
-0.003505,9.45,0,-0.0246,4.47
-0.003215,9.36,0,-0.0224,4.40
-0.002924,9.28,0,-0.0203,4.33
-0.002593,9.20,0,-0.0182,4.28
-0.002265,9.12,0,-0.0161,4.22
-0.001982,9.04,0,-0.0140,4.17
-0.001706,8.96,0,-0.0119,4.12
-0.001451,8.88,0,-0.0099,4.11
-0.001058,8.81,0,-0.0080,4.10
-0.000803,8.76,0,-0.0063,4.10
-0.000589,8.71,0,-0.0047,4.11
-0.000408,8.69,0,0.0000,4.11
-0.000251,8.66,0,0.0000,4.11
-0.000183,8.64,0,0.0000,4.11
-0.000152,8.64,0,0.0000,4.11
-0.000135,8.64,0,0.0000,4.12
-0.000130,8.64,0,0.0000,4.12
-0.000119,8.64,0,0.0000,4.12
-0.000105,8.64,0,0.0000,4.12
-0.000096,8.64,0,0.0000,4.12
-0.000085,8.64,0,0.0000,4.13
-0.000075,8.64,0,0.0000,4.13
-0.000063,8.61,0,0.0000,4.13
-0.000051,8.59,0,0.0000,4.13
-0.000045,8.56,0,0.0000,4.13
-0.000035,8.53,0,0.0000,4.13
-0.000020,8.50,0,0.0000,4.14
-0.000007,8.49,0,0.0000,4.14
0.000005,8.49,0,0.0000,4.14
0.000015,8.49,0,0.0000,4.14
0.000025,8.49,0,0.0000,4.14
0.000035,8.49,0,0.0000,4.15
0.000049,8.49,0,0.0000,4.15
0.000130,8.49,0,0.0000,4.15
0.000260,8.49,0,0.0000,4.15
0.000443,8.49,0,0.0043,4.15
0.000689,8.49,0,0.0070,4.15
0.001100,8.49,0,0.0117,4.16
0.001610,8.49,0,0.0201,4.16
0.002794,8.49,0,0.0346,4.16
0.004828,8.49,1,0.0558,4.16
0.008620,8.49,1,0.0821,4.16
0.014977,8.49,1,0.1047,4.18
0.021833,8.47,1,0.1047,4.29
0.027465,8.45,1,0.1047,4.50
0.030621,8.42,1,0.1047,4.76
0.030054,8.39,1,0.1047,4.88
0.024743,8.35,1,0.1047,4.94
0.017555,8.28,1,0.1047,4.96
0.010471,8.20,1,0.0874,4.96
0.004713,8.12,1,0.0561,4.96
0.000834,8.04,0,0.0301,4.95
-0.000934,7.96,0,0.0116,4.95
-0.001320,7.88,0,0.0000,4.95
-0.001252,7.79,0,-0.0041,4.95
-0.000882,7.71,0,-0.0049,4.95
-0.000433,7.63,0,0.0000,4.95
-0.000102,7.55,0,0.0000,4.94
0.000060,7.47,0,0.0000,4.94
0.000166,7.42,0,0.0000,4.94
0.000227,7.37,0,0.0000,4.94
0.000228,7.31,0,0.0000,4.94
0.000262,7.26,0,0.0000,4.94
0.000281,7.20,0,0.0000,4.93
0.000289,7.16,0,0.0000,4.93
0.000291,7.13,0,0.0000,4.93
0.000334,7.10,0,0.0000,4.93
0.000260,7.08,0,0.0000,4.93
0.000142,7.04,0,0.0000,4.93
-0.000043,6.98,0,0.0000,4.92
-0.000309,6.93,0,0.0000,4.92
-0.000822,6.87,0,-0.0043,4.92
-0.001197,6.82,0,-0.0043,4.92
-0.001227,6.76,0,0.0000,4.92
-0.000836,6.71,0,0.0000,4.92
0.000117,6.66,0,0.0113,4.92
0.002330,6.60,0,0.0234,4.91
0.004681,6.55,1,0.0410,4.91
0.007458,6.49,1,0.0661,4.91
0.010861,6.45,1,0.0974,4.91
0.016369,6.44,1,0.1047,4.94
0.024265,6.44,1,0.1047,5.10
0.031424,6.44,1,0.1047,5.31
0.038700,6.44,1,0.1047,5.52
0.044827,6.45,1,0.1047,5.74
0.046889,6.49,1,0.1047,5.83
0.043221,6.55,1,0.1047,5.61
0.035963,6.62,1,0.1047,5.27
0.027149,6.70,1,0.1047,4.98
0.017865,6.79,1,0.1047,4.85
0.009508,6.90,1,0.0952,4.68
0.003317,7.00,0,0.0588,4.58
0.001335,7.11,0,0.0312,4.53
0.000102,7.22,0,0.0129,4.53
-0.000477,7.33,0,0.0000,4.52
-0.000490,7.44,0,0.0000,4.51
-0.000366,7.57,0,0.0000,4.50
-0.000272,7.70,0,0.0000,4.49
-0.000174,7.84,0,0.0000,4.49
-0.000074,7.97,0,0.0000,4.48
0.000027,8.07,0,0.0000,4.47
0.000137,8.17,0,0.0000,4.46
0.000205,8.25,0,0.0000,4.45
0.000249,8.34,0,0.0000,4.45
0.000271,8.41,0,0.0000,4.44
0.000295,8.48,0,0.0000,4.43
0.000271,8.56,0,0.0000,4.45
0.000256,8.64,0,0.0000,4.46
0.000246,8.72,0,0.0000,4.42
0.000238,8.77,0,0.0000,4.38
0.000213,8.82,0,0.0000,4.33
0.000204,8.88,0,0.0000,4.29
0.000198,8.92,0,0.0000,4.26
0.000188,8.95,0,0.0000,4.25
0.000172,8.97,0,0.0000,4.25
0.000159,9.00,0,0.0000,4.24
0.000143,9.02,0,0.0000,4.24
0.000129,9.02,0,0.0000,4.23
0.000117,9.02,0,0.0000,4.23
